material_name_T,S_ethane,task,time (min),total_metal_loading,particle_diameter (nm),std_dev (nm),surface_area (m^2/g),av_IP (eV),av_EA (eV),av_PE,av_bulk_int_dist (A),av_E_coh (eV/atom),av_B_0 (Gpa),av_mu_C_critical_surf (eV),av_mu_C_critical_subsurf (eV),av_E_b_C_subsurf (eV),av_E_def_subsurf (eV),av_delta_M1_M2_subsurf,av_BE_H_surf (eV),av_W_change_H (eV),av_d_band_center_surf (eV),av_BE_H_subsurf (eV)
PdAg_1_5_150,0.159873205232545,3,189.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.159729363038222,3,202.5,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.159551874342282,3,216.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.157369726479487,3,229.5,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.157803068040768,3,243.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.155823842446596,3,256.5,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.155249149196906,3,270.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.154545094333886,3,283.5,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.153812793688959,3,297.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.153469695164811,3,310.5,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.152950194045255,3,324.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.151741339661511,3,337.5,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.150553880714299,3,351.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.149896589326765,3,364.5,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.148263136933651,3,378.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.147223868834627,3,391.5,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_5_150,0.146052195417974,3,405.0,0.0136,6,4,78,7.70283333333333,1.18033333333333,1.975,2.86633333333333,3.1,113.833333333333,-4.26666666666667,-4.705,4.90833333333333,0.203333333333333,0.070666666666667,-2.21333333333333,0.098333333333333,-3.71833333333333,-1.51333333333333
PdAg_1_1_100,1.53589678657912,2,13.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.54234114995275,2,27.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.47654327539188,2,40.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.44359446804783,2,54.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.38511317584064,2,67.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.28949979415838,2,81.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.208605384312,2,94.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.12440862171865,2,108.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.05588286929093,2,121.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,1.01093665560207,2,135.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.974110050633499,2,148.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.947899158399377,2,162.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.921738918262481,2,175.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.899506639613722,2,189.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.870480788527829,2,202.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.864089620176173,2,216.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.859666501343346,2,229.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.844140033119157,2,243.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.830514764833378,2,256.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.819608274192087,2,270.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.808862539197759,2,283.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.798779195128724,2,297.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.790970442343938,2,310.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.781134163050819,2,324.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.77484850707891,2,337.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.761654167703131,2,351.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.750794529175172,2,364.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.743102090981724,2,378.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.733677042531535,2,391.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,0.731839841281581,2,405.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,1.78164118538079,3,13.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,1.51622239283832,3,27.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,1.29975510117185,3,40.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,1.09883080445189,3,54.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.956741521552014,3,67.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.86330576041343,3,81.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.804465144358247,3,94.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.760559662415763,3,108.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.725082923159787,3,121.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.700099992726986,3,135.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.676377570574262,3,148.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.661578490182387,3,162.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.645998525738115,3,175.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.631569759416623,3,189.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.619324592153207,3,202.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.607685655486142,3,216.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.598785236692335,3,229.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.589109697205796,3,243.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.583571969834603,3,256.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.575228501420913,3,270.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.57042918260821,3,283.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.561097309916976,3,297.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.553950505356684,3,310.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.548281739207494,3,324.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.543137695818449,3,337.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.536275305116138,3,351.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.531085733237569,3,364.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.525421815670058,3,378.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.521281178077912,3,391.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.516827516015425,3,405.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAu_1_9_100,1.34959158859721,2,13.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.831957534715948,2,27.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.719573325245812,2,40.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.667260314724739,2,54.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.629369056221496,2,67.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.602984156683233,2,81.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.585124861251158,2,94.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.562168915132915,2,108.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.546638720863933,2,121.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.53016726492932,2,135.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.514779377280813,2,148.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.501799012344206,2,162.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.487489147120499,2,175.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.477173958923903,2,189.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.468273134645322,2,202.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.456174194739316,2,216.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.445907735411662,2,229.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.438893821115208,2,243.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.422537819276564,2,256.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.413448637752385,2,270.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.406707314292303,2,283.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.393307239421852,2,297.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.381033425188404,2,310.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.363751691303865,2,324.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.350549659754431,2,337.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.34284795489921,2,351.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.328619364994937,2,364.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.31764431276622,2,378.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.304431052127454,2,391.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.294117961041564,2,405.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.941477475720966,3,13.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.662072024192813,3,27.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.56667575830823,3,40.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.498187085127351,3,54.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.444345500888425,3,67.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.400694411280708,3,81.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.365716870841523,3,94.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.339311638546141,3,108.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.317357345186493,3,121.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.299925822812184,3,135.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.28737140529964,3,148.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.278846441011586,3,162.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.269085452030019,3,175.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.27173118715698,3,189.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.274019313945285,3,202.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.263322985320135,3,216.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.258844118986748,3,229.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
