material_name_T,S_ethane,task,time (min),total_metal_loading,particle_diameter (nm),std_dev (nm),surface_area (m^2/g),av_IP (eV),av_EA (eV),av_PE,av_bulk_int_dist (A),av_E_coh (eV/atom),av_B_0 (Gpa),av_mu_C_critical_surf (eV),av_mu_C_critical_subsurf (eV),av_E_b_C_subsurf (eV),av_E_def_subsurf (eV),av_delta_M1_M2_subsurf,av_BE_H_surf (eV),av_W_change_H (eV),av_d_band_center_surf (eV),av_BE_H_subsurf (eV)
PdAu_1_9_150,0.25081718118553,3,243.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.251492859672302,3,256.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.246484115758525,3,270.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.24256316588512,3,283.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.239833052624815,3,297.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.233598263878639,3,310.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.229610795484694,3,324.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.224200884372224,3,337.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.217790739191357,3,351.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.209724118626068,3,364.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.204459094519549,3,378.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.194141608565222,3,391.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.185018047396174,3,405.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_5_100,1.44020543402963,2,13.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,1.04139305685687,2,27.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.902129662490744,2,40.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.821445895370474,2,54.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.762309833624844,2,67.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.714979915162108,2,81.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.671199131539123,2,94.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.641384115330975,2,108.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.613355258111191,2,121.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.601531023515083,2,135.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.599550029546503,2,148.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.588951664021297,2,162.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.574792978040471,2,175.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.569840726743328,2,189.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.555353008028808,2,202.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.546847869816898,2,216.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.524691416623219,2,229.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.511213135313654,2,243.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.498386375351515,2,256.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.480213437304058,2,270.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.466035784625769,2,283.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.44822968657084,2,297.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.431038783469598,2,310.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.410982628553059,2,324.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.395517545984664,2,337.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.375183056329095,2,351.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.357386633730177,2,364.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.339569090850469,2,378.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.323110554907929,2,391.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.298831814417086,2,405.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.832744788860369,3,13.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.494174969283197,3,27.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.421864166507685,3,40.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.3875299453013,3,54.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.365363016824682,3,67.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.343733120944597,3,81.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.326901464958962,3,94.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.313916016635511,3,108.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.299296695837319,3,121.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.289578238269527,3,135.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.279003536153082,3,148.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.270063666582497,3,162.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.262662635725264,3,175.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.255667836140122,3,189.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.247816439685659,3,202.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.241709469841909,3,216.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.235125820794415,3,229.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.227671426927776,3,243.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.217197304630918,3,256.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.210277605040299,3,270.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.202636499329541,3,283.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.195103503438761,3,297.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.185829707221116,3,310.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.178328723447452,3,324.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.168173429780632,3,337.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.159496188280352,3,351.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.150808532368752,3,364.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.144738637759008,3,378.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.138270704278313,3,391.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.132157572059351,3,405.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_1_100,1.72275441950081,2,13.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.4165028945239,2,27.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.36852544058149,2,40.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.38406175983194,2,54.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37918170299972,2,67.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37540351306591,2,81.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.43011764919835,2,94.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37650165811168,2,108.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37128882224321,2,121.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37374496569237,2,135.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37154487124455,2,148.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37610938009745,2,162.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37114146909429,2,175.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.36938645571002,2,189.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37308578387766,2,202.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.37084064229767,2,216.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.36089084232262,2,229.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.36635629956781,2,243.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.36606485028874,2,256.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.36378038784146,2,270.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.36410823495622,2,283.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.35872764720718,2,297.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.36389463246413,2,310.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.35950210080782,2,324.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.35882075810588,2,337.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.34944154845639,2,351.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.35319582336902,2,364.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.34659123717183,2,378.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.343357644003,2,391.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,1.34588848512668,2,405.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,1.75919886936397,3,13.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,1.49399983163752,3,27.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,1.40581248029658,3,40.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,1.36811995214177,3,54.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,1.38247573144958,3,67.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,1.37447078996438,3,81.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,1.37215707654606,3,94.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
