# c0 + a0 * ((time / std_dev) / (av_d_band_center_surf^3)) + a1 * ((time / av_W_change_H) / (|av_d_band_center_surf - av_BE_H_surf|)) + a2 * ((av_bulk_int_dist / av_E_def_subsurf) / (particle_diameter * total_metal_loading)) + a3 * (exp(8.005077e-04*((time+3.710258e+02) / (av_BE_H_subsurf+1.391822e+00))))
# Property Label: $S_{ethylene}$; Unit of the Property: Unitless
# RMSE: 0.097033515632223; Max AE: 0.506896226568566
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# 2   ,  1.565748526506031e-02,  4.385574866702306e-07, -3.039385025448704e-03, -2.749899168386349e+00,  1.102319222607560e+00, 
# 3   , -5.350173196205744e-03,  8.984915693219293e-07, -7.073705762433293e-03, -2.771490830872806e+00,  1.946770013861089e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; eV^-3 * min * nm^-1;                              0|3|div|18|cb|div; ((time / std_dev) / (av_d_band_center_surf^3)); $\left(\frac{ \left(\frac{ time }{ std_{dev} } \right) }{ \left(av_{d, band, center, surf}^3\right) } \right)$; ((time ./ std_dev) ./ (av_d_band_center_surf).^3); time,std_dev,av_d_band_center_surf
# 1;  2; eV^-2 * min;                                      0|17|div|18|16|abd|div; ((time / av_W_change_H) / (|av_d_band_center_surf - av_BE_H_surf|)); $\left(\frac{ \left(\frac{ time }{ av_{W, change, H} } \right) }{ \left(\left|av_{d, band, center, surf} - av_{BE, H, surf}\right|\right) } \right)$; ((time ./ av_W_change_H) ./ abs(av_d_band_center_surf - av_BE_H_surf)); time,av_W_change_H,av_d_band_center_surf,av_BE_H_surf
# 2;  2; A * eV^-1 * nm^-1;                                8|14|div|2|1|mult|div; ((av_bulk_int_dist / av_E_def_subsurf) / (particle_diameter * total_metal_loading)); $\left(\frac{ \left(\frac{ av_{bulk, int, dist} }{ av_{E, def, subsurf} } \right) }{ \left(particle_{diameter} total_{metal, loading}\right) } \right)$; ((av_bulk_int_dist ./ av_E_def_subsurf) ./ (particle_diameter .* total_metal_loading)); av_bulk_int_dist,av_E_def_subsurf,particle_diameter,total_metal_loading
# 3;  2; Unitless;                                         0|19|div|exp:8.0050771770146e-04,0.0000000000000e+00,3.7102576686496e+02,1.3918222513732e+00; (exp(8.005077e-04*((time+3.710258e+02) / (av_BE_H_subsurf+1.391822e+00)))); $\left(\exp{ \left(8.005e-04\left(\frac{ time +3.710e+02 }{ av_{BE, H, subsurf}+1.392e+00 } \right) \right)}\right)$; exp(8.005077e-04.*((time+3.710258e+02) ./ (av_BE_H_subsurf+1.391822e+00))); time,av_BE_H_subsurf
# Number of Samples Per Task
# Task, n_samples               
# 2   , 174                   
# 3   , 171                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
PdAg_1_9_100,  6.096363688024650e-01,  5.430918177170106e-01, -7.757878968076236e-02,  7.660313335186942e+01,  1.831791657110823e+02,  4.706709941605041e-04
PdAg_1_9_100,  4.212956441336370e-01,  5.422159690611893e-01, -1.551575793615247e-01,  1.532062667037388e+02,  1.831791657110823e+02,  3.596686612890133e-04
PdAg_1_9_100,  5.190263630918930e-01,  5.392203983846705e-01, -3.878939484038118e-01,  3.830156667593470e+02,  1.831791657110823e+02,  1.604937366954859e-04
PdAg_1_9_100,  5.343009987338970e-01,  5.381433898374317e-01, -4.654727380845741e-01,  4.596188001112164e+02,  1.831791657110823e+02,  1.226431374329648e-04
PdAg_1_9_100,  5.224295719363120e-01,  5.370418339636094e-01, -5.430515277653365e-01,  5.362219334630859e+02,  1.831791657110823e+02,  9.371916605032315e-05
PdAg_1_9_100,  5.245052994310410e-01,  5.359215199674466e-01, -6.206303174460989e-01,  6.128250668149553e+02,  1.831791657110823e+02,  7.161658017733669e-05
PdAg_1_9_100,  5.309811253181910e-01,  5.324872975575048e-01, -8.533666864883859e-01,  8.426344668705635e+02,  1.831791657110823e+02,  3.195722563322400e-05
PdAg_1_9_100,  5.301609565427799e-01,  5.313269289637563e-01, -9.309454761691482e-01,  9.192376002224329e+02,  1.831791657110823e+02,  2.442048204502919e-05
PdAg_1_9_100,  5.311850747278510e-01,  5.301616725502682e-01, -1.008524265849911e+00,  9.958407335743022e+02,  1.831791657110823e+02,  1.866119262529453e-05
PdAg_1_9_100,  5.331594707700800e-01,  5.289926810530292e-01, -1.086103055530673e+00,  1.072443866926172e+03,  1.831791657110823e+02,  1.426016528077633e-05
PdAg_1_9_100,  5.337303696543760e-01,  5.266468085686559e-01, -1.241260634892198e+00,  1.225650133629911e+03,  1.831791657110823e+02,  8.327121203426483e-06
PdAg_1_9_100,  5.357515610659280e-01,  5.254711150949335e-01, -1.318839424572960e+00,  1.302253266981780e+03,  1.831791657110823e+02,  6.363265577836806e-06
PdAg_1_9_100,  5.338785022320920e-01,  5.242941479979041e-01, -1.396418214253722e+00,  1.378856400333649e+03,  1.831791657110823e+02,  4.862562682217390e-06
PdAg_1_9_100,  5.368098128623250e-01,  5.231162076469555e-01, -1.473997003934485e+00,  1.455459533685519e+03,  1.831791657110823e+02,  3.715783279712040e-06
PdAg_1_9_100,  5.372121836650180e-01,  5.219375235728148e-01, -1.551575793615247e+00,  1.532062667037388e+03,  1.831791657110823e+02,  2.839458590894987e-06
PdAg_1_9_100,  5.370904880212340e-01,  5.195785844834239e-01, -1.706733372976772e+00,  1.685268933741127e+03,  1.831791657110823e+02,  1.658081471914466e-06
PdAg_1_9_100,  5.397703104721880e-01,  5.160378278085447e-01, -1.939469742019059e+00,  1.915078333796735e+03,  1.831791657110823e+02,  7.398801169370409e-07
PdAg_1_9_100,  5.449528999218350e-01,  5.136764865593432e-01, -2.094627321380583e+00,  2.068284600500474e+03,  1.831791657110823e+02,  4.320476858739948e-07
PdAg_1_9_100,  5.492079417796780e-01,  5.124956728774390e-01, -2.172206111061346e+00,  2.144887733852343e+03,  1.831791657110823e+02,  3.301542154057722e-07
PdAg_1_9_100,  5.513618316460450e-01,  5.101338628545734e-01, -2.327363690422871e+00,  2.298094000556082e+03,  1.831791657110823e+02,  1.927911853316455e-07
PdAg_1_5_100,  2.374958845661730e-01,  3.579183131379208e-01, -6.564910617533889e-02,  9.122135255363506e+01,  1.727539376406301e+02,  7.940192379491431e-02
PdAg_1_5_100,  4.808701435604430e-01,  3.755111098445405e-01, -1.312982123506778e-01,  1.824427051072701e+02,  1.727539376406301e+02,  7.264506120674129e-02
PdAg_1_5_100,  5.154914790070170e-01,  3.915227461886596e-01, -1.969473185260167e-01,  2.736640576609052e+02,  1.727539376406301e+02,  6.646318710566555e-02
PdAg_1_5_100,  5.367991849441260e-01,  4.060877741154786e-01, -2.625964247013556e-01,  3.648854102145402e+02,  1.727539376406301e+02,  6.080737171755301e-02
PdAg_1_5_100,  5.423108450430540e-01,  4.193292956082678e-01, -3.282455308766945e-01,  4.561067627681754e+02,  1.727539376406301e+02,  5.563284904345905e-02
PdAg_1_5_100,  5.500936576470050e-01,  4.313599370453550e-01, -3.938946370520334e-01,  5.473281153218104e+02,  1.727539376406301e+02,  5.089866253500444e-02
PdAg_1_5_100,  5.582907011266131e-01,  4.611739064593177e-01, -5.908419555780501e-01,  8.209921729827156e+02,  1.727539376406301e+02,  3.897907940727427e-02
PdAg_1_5_100,  5.565493546496050e-01,  4.693074314327606e-01, -6.564910617533890e-01,  9.122135255363507e+02,  1.727539376406301e+02,  3.566207812089855e-02
PdAg_1_5_100,  5.598480318312991e-01,  4.766647513423974e-01, -7.221401679287278e-01,  1.003434878089986e+03,  1.727539376406301e+02,  3.262734357096517e-02
PdAg_1_5_100,  5.575686028510159e-01,  4.833119188819884e-01, -7.877892741040667e-01,  1.094656230643621e+03,  1.727539376406301e+02,  2.985085571538702e-02
PdAg_1_5_100,  5.581440247555720e-01,  4.947123815279471e-01, -9.190874864547446e-01,  1.277098935750891e+03,  1.727539376406301e+02,  2.498658614116687e-02
PdAg_1_5_100,  5.579843483292020e-01,  5.039331515486427e-01, -1.050385698805422e+00,  1.459541640858161e+03,  1.727539376406301e+02,  2.091496113018071e-02
PdAg_1_5_100,  5.640054092902220e-01,  5.078395270972538e-01, -1.116034804980761e+00,  1.550762993411796e+03,  1.727539376406301e+02,  1.913516145229606e-02
PdAg_1_5_100,  5.670953068021050e-01,  5.113294151611575e-01, -1.181683911156100e+00,  1.641984345965431e+03,  1.727539376406301e+02,  1.750681732212585e-02
PdAg_1_5_100,  5.619488591146869e-01,  5.144382575605182e-01, -1.247333017331439e+00,  1.733205698519066e+03,  1.727539376406301e+02,  1.601704033249796e-02
PdAg_1_5_100,  5.722223250453750e-01,  5.196397493416336e-01, -1.378631229682117e+00,  1.915648403626337e+03,  1.727539376406301e+02,  1.340702463642307e-02
PdAg_1_5_100,  5.681292230354840e-01,  5.217892071738951e-01, -1.444280335857456e+00,  2.006869756179971e+03,  1.727539376406301e+02,  1.226612755414906e-02
PdAg_1_5_100,  5.669074847793930e-01,  5.253099045836822e-01, -1.575578548208133e+00,  2.189312461287242e+03,  1.727539376406301e+02,  1.026733222231558e-02
PdAg_1_5_100,  5.713037334532890e-01,  5.267246490588420e-01, -1.641227654383473e+00,  2.280533813840877e+03,  1.727539376406301e+02,  9.393613429903252e-03
PdAg_1_5_100,  5.748142709268410e-01,  5.298102531903787e-01, -1.838174972909489e+00,  2.554197871501782e+03,  1.727539376406301e+02,  7.193792244611972e-03
PdAg_1_5_100,  5.815291194929140e-01,  5.305057645122983e-01, -1.903824079084828e+00,  2.645419224055417e+03,  1.727539376406301e+02,  6.581622370614272e-03
PdAg_1_5_100,  5.845225345839020e-01,  5.310580231444889e-01, -1.969473185260167e+00,  2.736640576609052e+03,  1.727539376406301e+02,  6.021546293863914e-03
PdAg_1_1_100, -9.717271086694580e-01, -7.855755750936653e-01, -1.307980657058851e-01,  3.789473684210525e+02,  1.153641679957469e+02,  5.583393427990871e-01
PdAg_1_1_100, -9.805113751193140e-01, -7.563617640871559e-01, -2.615961314117702e-01,  7.578947368421051e+02,  1.153641679957469e+02,  5.470314410603592e-01
PdAg_1_1_100, -9.654552652811350e-01, -7.277777239826945e-01, -3.923941971176553e-01,  1.136842105263158e+03,  1.153641679957469e+02,  5.359525553194859e-01
PdAg_1_1_100, -9.271610956676301e-01, -6.998107001937200e-01, -5.231922628235405e-01,  1.515789473684210e+03,  1.153641679957469e+02,  5.250980473749263e-01
PdAg_1_1_100, -7.530017323218090e-01, -6.456779695610432e-01, -7.847883942353107e-01,  2.273684210526315e+03,  1.153641679957469e+02,  5.040440798475725e-01
PdAg_1_1_100, -6.470710172478540e-01, -6.194880243004489e-01, -9.155864599411958e-01,  2.652631578947368e+03,  1.153641679957469e+02,  4.938358059718143e-01
PdAg_1_1_100, -4.356272700356220e-01, -5.442835406117682e-01, -1.307980657058851e+00,  3.789473684210526e+03,  1.153641679957469e+02,  4.644347936142726e-01
PdAg_1_1_100, -3.942969479298420e-01, -5.202995550859666e-01, -1.438778722764736e+00,  4.168421052631578e+03,  1.153641679957469e+02,  4.550287163281760e-01
PdAg_1_1_100, -3.578780939481840e-01, -4.968394221646595e-01, -1.569576788470621e+00,  4.547368421052631e+03,  1.153641679957469e+02,  4.458131378830976e-01
PdAg_1_1_100, -2.964391635700440e-01, -4.294971145204264e-01, -1.961970985588277e+00,  5.684210526315788e+03,  1.153641679957469e+02,  4.192712034636977e-01
PdAg_1_1_100, -2.763484965311610e-01, -4.080284245433514e-01, -2.092769051294162e+00,  6.063157894736841e+03,  1.153641679957469e+02,  4.107798126423424e-01
PdAg_1_1_100, -2.107963275440860e-01, -3.267879629203497e-01, -2.615961314117702e+00,  7.578947368421052e+03,  1.153641679957469e+02,  3.784995105252493e-01
PdAg_1_1_100, -1.990275787567010e-01, -3.075899705875541e-01, -2.746759379823587e+00,  7.957894736842104e+03,  1.153641679957469e+02,  3.708338582147398e-01
PdAg_1_1_100, -1.875776586949730e-01, -2.888189013817826e-01, -2.877557445529472e+00,  8.336842105263157e+03,  1.153641679957469e+02,  3.633234563701137e-01
PdAg_1_1_100, -1.764119820223890e-01, -2.704661089397922e-01, -3.008355511235357e+00,  8.715789473684208e+03,  1.153641679957469e+02,  3.559651607439954e-01
PdAg_1_1_100, -1.649059173329500e-01, -2.525231220108907e-01, -3.139153576941243e+00,  9.094736842105262e+03,  1.153641679957469e+02,  3.487558907686355e-01
PdAg_1_1_100, -1.405274874960350e-01, -2.178335340451045e-01, -3.400749708353013e+00,  9.852631578947367e+03,  1.153641679957469e+02,  3.347724161853194e-01
PdAg_1_1_100, -1.281630446115000e-01, -2.010708345086801e-01, -3.531547774058898e+00,  1.023157894736842e+04,  1.153641679957469e+02,  3.279923573628796e-01
PdAg_1_1_100, -1.127993153452220e-01, -1.686705932881435e-01, -3.793143905470668e+00,  1.098947368421052e+04,  1.153641679957469e+02,  3.148414030303306e-01
PdAg_1_1_100, -1.052140905390360e-01, -1.530179115448845e-01, -3.923941971176554e+00,  1.136842105263158e+04,  1.153641679957469e+02,  3.084650018422967e-01
PdAu_1_9_100, -3.733330199173200e-02,  3.051841247994499e-02, -5.608036434253221e-01, -4.324151185137732e+02,  2.070440033515356e+02,  1.576581272670134e-01
PdAu_1_9_100,  9.299946229292000e-03,  7.403878095303133e-02, -8.412054651379831e-01, -6.486226777706598e+02,  2.070440033515356e+02,  1.402009143406190e-01
PdAu_1_9_100,  9.683182273926901e-02,  1.457213782817743e-01, -1.402009108563305e+00, -1.081037796284433e+03,  2.070440033515356e+02,  1.108714713097429e-01
PdAu_1_9_100,  1.082976085838650e-01,  1.608535675997506e-01, -1.542210019419636e+00, -1.189141575912876e+03,  2.070440033515356e+02,  1.045531331919324e-01
PdAu_1_9_100,  1.191551569766660e-01,  1.749956030581772e-01, -1.682410930275966e+00, -1.297245355541320e+03,  2.070440033515356e+02,  9.859486422535968e-02
PdAu_1_9_100,  1.313415091122350e-01,  1.882039114979652e-01, -1.822611841132297e+00, -1.405349135169763e+03,  2.070440033515356e+02,  9.297614480641124e-02
PdAu_1_9_100,  1.429267254119260e-01,  2.005317041099094e-01, -1.962812751988627e+00, -1.513452914798206e+03,  2.070440033515356e+02,  8.767762470166550e-02
PdAu_1_9_100,  1.597320334915230e-01,  2.120291596880013e-01, -2.103013662844958e+00, -1.621556694426650e+03,  2.070440033515356e+02,  8.268105640787997e-02
PdAu_1_9_100,  1.699090731693030e-01,  2.227435974395146e-01, -2.243214573701288e+00, -1.729660474055093e+03,  2.070440033515356e+02,  7.796923230965641e-02
PdAu_1_9_100,  2.019303936948270e-01,  2.419993668433861e-01, -2.523616395413949e+00, -1.945868033311980e+03,  2.070440033515356e+02,  6.933583348821826e-02
PdAu_1_9_100,  2.085112147402500e-01,  2.506224597295129e-01, -2.663817306270280e+00, -2.053971812940423e+03,  2.070440033515356e+02,  6.538452631709865e-02
PdAu_1_9_100,  2.229614152668760e-01,  2.586263388330269e-01, -2.804018217126611e+00, -2.162075592568866e+03,  2.070440033515356e+02,  6.165839605054736e-02
