EXP from High Resolution Radial Distribution Function of Pure Amorphous Silicon

x, y
1.5575221238938053 -0.18218623481781382
1.6725663716814159 -0.18218623481781382
1.7654867256637168 0.020242914979757387
1.9469026548672566 -0.14170040485829993
1.8539823008849559 -0.2631578947368425
2.0442477876106198 0.18218623481781382
2.1548672566371683 -0.020242914979757387
2.2035398230088497 1.3967611336032388
2.2168141592920354 4.352226720647773
2.2610619469026547 9.8582995951417
2.274336283185841 13.82591093117409
2.3097345132743365 18.522267206477732
2.314159292035398 21.437246963562753
2.353982300884956 23.380566801619434
2.3672566371681416 22.004048582995953
2.3893805309734515 20.101214574898783
2.4070796460176993 17.672064777327936
2.420353982300885 15.2834008097166
2.4247787610619467 12.206477732793523
2.4513274336283186 9.008097165991902
2.442477876106195 6.497975708502024
2.4690265486725664 2.3684210526315788
2.5132743362831858 0.4655870445344128
2.584070796460177 -0.5060728744939276
2.685840707964602 0.14170040485829993
2.8761061946902653 0.38461538461538414
2.9734513274336285 0.4655870445344128
3.1548672566371683 1.1538461538461537
3.274336283185841 1.9635627530364372
3.3716814159292037 4.068825910931174
3.442477876106195 6.781376518218623
3.5132743362831858 9.696356275303643
3.5486725663716814 11.882591093117409
3.606194690265487 14.352226720647772
3.668141592920354 16.45748987854251
3.7212389380530975 18.036437246963565
3.8185840707964602 19.170040485829958
3.898230088495575 18.88663967611336
3.97787610619469 17.550607287449395
4.04424778761062 15.647773279352228
4.123893805309734 13.299595141700404
4.212389380530974 11.31578947368421
4.345132743362832 10.263157894736842
4.548672566371682 10.546558704453442
