# c0 + a0 * ((av_d_band_center_surf - av_mu_C_critical_subsurf) / (ln(1.0*time+8.123252e+00)))
# Property Label: $S_{ethane}$; Unit of the Property: Unitless
# RMSE: 0.21089030694444; Max AE: 0.775687278187535
# Coefficients
# Task   a0                      c0
# 2   ,  1.771100924822636e+00, -2.238276130812039e-02, 
# 3   ,  1.738201443855513e+00, -2.051832143012162e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; eV;                                               18|12|sub|0|log:1.0000000000000e+00,8.1232516158803e+00|div; ((av_d_band_center_surf - av_mu_C_critical_subsurf) / (ln(1.0*time+8.123252e+00))); $\left(\frac{ \left(av_{d, band, center, surf} - av_{mu, C, critical, subsurf}\right) }{ \left(\ln{ \left(1.0time+8.123e+00 \right)}\right) } \right)$; ((av_d_band_center_surf - av_mu_C_critical_subsurf) ./ log(1.0*time+8.123252e+00)); av_d_band_center_surf,av_mu_C_critical_subsurf,time
# Number of Samples Per Task
# Task, n_samples               
# 2   , 219                   
# 3   , 212                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
PdAg_1_9_100,  6.929580134110400e-02,  3.233362845770565e-01,  1.952000820731310e-01
PdAg_1_9_100,  6.062451827416920e-01,  2.762127312071155e-01,  1.685931548735080e-01
PdAg_1_9_100,  3.628741788873400e-01,  2.512095896016554e-01,  1.544758670018617e-01
PdAg_1_9_100,  2.919675286925200e-01,  2.232757176965901e-01,  1.387038285406076e-01
PdAg_1_9_100,  2.856868471553150e-01,  2.142889000752217e-01,  1.336296865222647e-01
PdAg_1_9_100,  2.813651505179750e-01,  2.070807989123681e-01,  1.295598443908371e-01
PdAg_1_9_100,  2.773647395214370e-01,  2.011163556382655e-01,  1.261921970758204e-01
PdAg_1_9_100,  2.742250823045090e-01,  1.960634677002647e-01,  1.233392326472084e-01
PdAg_1_9_100,  2.725813187048580e-01,  1.878850492009120e-01,  1.187215293956719e-01
PdAg_1_9_100,  2.710137208355010e-01,  1.845004779678269e-01,  1.168105308830242e-01
PdAg_1_9_100,  2.699577938430830e-01,  1.814698707784487e-01,  1.150993877477556e-01
PdAg_1_9_100,  2.691444146104700e-01,  1.787328538134804e-01,  1.135540116900685e-01
PdAg_1_9_100,  2.658907762370700e-01,  1.739627755460167e-01,  1.108607274166489e-01
PdAg_1_9_100,  2.650229112638520e-01,  1.718635304431062e-01,  1.096754504663132e-01
PdAg_1_9_100,  2.637375021423530e-01,  1.699211385580789e-01,  1.085787360680517e-01
PdAg_1_9_100,  2.642144249687690e-01,  1.681159924490796e-01,  1.075595134570195e-01
PdAg_1_9_100,  2.621887653386570e-01,  1.664318089737254e-01,  1.066085888362089e-01
PdAg_1_9_100,  2.609797547787540e-01,  1.648549326932681e-01,  1.057182520641160e-01
PdAg_1_9_100,  2.597681369110620e-01,  1.633738104737808e-01,  1.048819800037671e-01
PdAg_1_9_100,  2.562832756759230e-01,  1.594131413614512e-01,  1.026457047826211e-01
PdAg_1_9_100,  2.537741737812260e-01,  1.582292275979007e-01,  1.019772427277729e-01
PdAg_1_9_100,  2.518192543109310e-01,  1.571034940709672e-01,  1.013416304308361e-01
PdAg_1_9_100,  2.496764650829220e-01,  1.560310417732113e-01,  1.007361018114756e-01
PdAg_1_9_100,  2.453013105463630e-01,  1.540291522563015e-01,  9.960579382684716e-02
PdAg_1_5_100,  5.770639017232591e-01,  5.461330030363944e-01,  3.209956905202609e-01
PdAg_1_5_100,  3.293542674131830e-01,  4.686409374947136e-01,  2.772420769031029e-01
PdAg_1_5_100,  2.565338589410230e-01,  4.275246601879567e-01,  2.540269812919511e-01
PdAg_1_5_100,  2.398208440226360e-01,  4.008275356808682e-01,  2.389532358419214e-01
PdAg_1_5_100,  2.303037511075600e-01,  3.815889597218493e-01,  2.280907402667777e-01
PdAg_1_5_100,  2.261682956735730e-01,  3.668106374111544e-01,  2.197465956143916e-01
PdAg_1_5_100,  2.236877838869310e-01,  3.549573154989064e-01,  2.130539663315995e-01
PdAg_1_5_100,  2.164592134781930e-01,  3.368399263945584e-01,  2.028245159087433e-01
PdAg_1_5_100,  2.141497061269980e-01,  3.296699569718055e-01,  1.987762037418514e-01
PdAg_1_5_100,  2.121100061106850e-01,  3.233909715289561e-01,  1.952309594506611e-01
PdAg_1_5_100,  2.099035907134980e-01,  3.178252321678829e-01,  1.920884285631960e-01
PdAg_1_5_100,  2.074551680388040e-01,  3.128415670120165e-01,  1.892745487407542e-01
PdAg_1_5_100,  2.050856479851930e-01,  3.083406946696241e-01,  1.867332636681132e-01
PdAg_1_5_100,  2.038357874315140e-01,  3.042458471308544e-01,  1.844212285483869e-01
PdAg_1_5_100,  2.024470208367670e-01,  3.004965659631282e-01,  1.823043073073788e-01
PdAg_1_5_100,  2.013479605126910e-01,  2.970444740161198e-01,  1.803551852112712e-01
PdAg_1_5_100,  2.000269286823050e-01,  2.938503184718529e-01,  1.785516993119078e-01
PdAg_1_5_100,  1.973081438407180e-01,  2.908818559814983e-01,  1.768756443515437e-01
PdAg_1_5_100,  1.969854579108610e-01,  2.881123098220269e-01,  1.753119016417663e-01
PdAg_1_5_100,  1.963439311488950e-01,  2.855192243830528e-01,  1.738477922832136e-01
PdAg_1_5_100,  1.940684048443220e-01,  2.830836011776736e-01,  1.724725893395287e-01
PdAg_1_5_100,  1.905512205622570e-01,  2.786222163346909e-01,  1.699535997210068e-01
