# FEAT_ID     Score                   Feature Expression
0             0.718321697653829916    (av_BE_H_subsurf - av_BE_H_surf)
1             0.718656372312943659    (av_BE_H_subsurf / av_bulk_int_dist)
2             0.719996152756241736    (av_mu_C_critical_subsurf^2)
3             0.723429849062575792    (av_BE_H_surf / av_BE_H_subsurf)
4             0.723821302014001855    (av_mu_C_critical_surf / av_d_band_center_surf)
5             0.723908305369464711    (av_BE_H_subsurf + av_mu_C_critical_surf)
6             0.723940113317478429    (av_mu_C_critical_subsurf * av_E_coh)
7             0.725515005190322748    (av_BE_H_surf - av_E_b_C_subsurf)
8             0.72570162111780645     (1.0 / av_BE_H_subsurf)
9             0.728192303859876433    (av_BE_H_subsurf - av_E_b_C_subsurf)
10            0.728192303859876433    (|av_BE_H_subsurf - av_E_b_C_subsurf|)
11            0.729134592224954248    (av_BE_H_surf + av_mu_C_critical_subsurf)
12            0.730358737025955995    (av_BE_H_subsurf + av_mu_C_critical_subsurf)
13            0.730499290688066183    (av_E_b_C_subsurf * av_bulk_int_dist)
14            0.73169801876307683     (av_BE_H_subsurf / av_BE_H_surf)
15            0.732099183607320292    (exp(8.869155e-01*av_BE_H_subsurf))
16            0.73229778913361443     (av_mu_C_critical_surf^3)
17            0.732847308652417095    (exp(9.775835e-01*av_BE_H_surf))
18            0.732896632180069507    (av_W_change_H - av_E_b_C_subsurf)
19            0.732896632180069507    (|av_W_change_H - av_E_b_C_subsurf|)
20            0.734227976983774511    (av_BE_H_subsurf / av_d_band_center_surf)
21            0.734806717960306499    (av_BE_H_surf * av_mu_C_critical_surf)
22            0.735087818686124161    (av_BE_H_subsurf - av_E_def_subsurf)
23            0.735087818686124161    (|av_BE_H_subsurf - av_E_def_subsurf|)
24            0.735241264843258024    (1.0 / av_BE_H_surf)
25            0.736377935872407741    (av_mu_C_critical_surf^6)
26            0.738388088429003608    (av_BE_H_surf * av_E_b_C_subsurf)
27            0.738431514067496297    (ln(-1.0*av_BE_H_subsurf+4.610329e-02))
28            0.739316541962790841    (av_W_change_H - av_mu_C_critical_surf)
29            0.739694050417439186    (av_BE_H_surf * av_mu_C_critical_subsurf)
30            0.741340533110022015    cbrt(av_BE_H_subsurf)
31            0.7414076238824997      (av_W_change_H + av_mu_C_critical_subsurf)
32            0.742246514081763453    (ln(-1.0*av_BE_H_surf+1.012979e-02))
33            0.742479120669155446    (av_BE_H_subsurf * av_mu_C_critical_subsurf)
34            0.742571614761135979    (av_E_b_C_subsurf - av_mu_C_critical_surf)
35            0.743615428676719703    (av_BE_H_subsurf * av_E_b_C_subsurf)
36            0.744266999695775699    cbrt(av_BE_H_surf)
37            0.7461212309455304      av_BE_H_subsurf
38            0.746438876450948752    (av_mu_C_critical_subsurf + av_mu_C_critical_surf)
39            0.747040189101664587    (av_BE_H_subsurf^3)
40            0.747894870603704409    (av_BE_H_subsurf + av_BE_H_surf)
41            0.747926769634802646    av_BE_H_surf
42            0.749151951900638102    (av_BE_H_subsurf^2)
43            0.751146401120408869    (av_BE_H_subsurf * av_mu_C_critical_surf)
44            0.751272034532108557    (av_BE_H_subsurf * av_BE_H_surf)
45            0.752288324172576295    (av_BE_H_surf^2)
46            0.753418922272472091    (av_E_b_C_subsurf * av_mu_C_critical_surf)
47            0.75524540166562959     (av_BE_H_surf^3)
48            0.755396932223173612    (av_BE_H_surf^6)
49            0.755939898046248615    (av_mu_C_critical_subsurf * av_mu_C_critical_surf)
#-----------------------------------------------------------------------
50            0.283400090412854966    (time / av_mu_C_critical_subsurf)
51            0.283443431995759776    (time / av_E_def_subsurf)
52            0.284163831640764086    (time / av_E_b_C_subsurf)
53            0.28653697621222568     (av_EA / time)
54            0.286976404801973728    (time / av_BE_H_subsurf)
55            0.28803044631200303     (time / total_metal_loading)
56            0.289030656445547651    (total_metal_loading / time)
57            0.298006632830252582    (time / av_EA)
58            0.301690140247231675    (av_bulk_int_dist / time)
59            0.303646613985686986    (time / av_E_coh)
60            0.30565211188408431     (surface_area / time)
61            0.307202660197708199    (surface_area * time)
62            0.308309252128765199    (av_PE / time)
63            0.308335575720949107    (1.0 / time)
64            0.311073490648085149    (av_IP / time)
65            0.311420616621540358    (av_BE_H_subsurf / time)
66            0.311985734595554398    (av_mu_C_critical_subsurf / time)
67            0.312522079211705051    (time / av_delta_M1_M2_subsurf)
68            0.312605422002897482    (av_BE_H_surf / time)
69            0.313461473125802248    (av_E_b_C_subsurf / time)
70            0.315005287213707685    (av_B_0 / time)
71            0.31564258327030742     (av_mu_C_critical_surf / time)
72            0.316184318474559078    (time / av_BE_H_surf)
73            0.317068781802295752    (av_E_coh / time)
74            0.318512497926356331    (av_bulk_int_dist * time)
75            0.32248385342771918     (av_PE * time)
76            0.322495915967664415    (av_delta_M1_M2_subsurf / time)
77            0.323769406749616684    (total_metal_loading * time)
78            0.32388268369859663     (time / av_PE)
79            0.325629110253125742    (av_B_0 * time)
80            0.325663080490574797    (time / av_IP)
81            0.329849757653573439    (av_IP * time)
82            0.330236595005064693    (av_BE_H_subsurf * time)
83            0.332243853070866624    (time / av_d_band_center_surf)
84            0.333836599309344562    time
85            0.333859100071566883    (av_mu_C_critical_subsurf * time)
86            0.334648548939031232    (time / surface_area)
87            0.336751723557144444    (av_mu_C_critical_surf * time)
88            0.337179681672769127    (av_E_b_C_subsurf * time)
89            0.33864551071622756     (av_BE_H_surf * time)
90            0.341587281539910081    (av_E_def_subsurf / time)
91            0.342657848558863942    (av_E_coh * time)
92            0.346999320627241037    (time / av_bulk_int_dist)
93            0.352008393724294766    (particle_diameter * time)
94            0.364325735278047347    (av_delta_M1_M2_subsurf * time)
95            0.367325181627882469    sqrt(time)
96            0.376329974719516736    cbrt(time)
97            0.38106921908550101     (av_E_def_subsurf * time)
98            0.385448304188237556    (ln(1.0*time-3.637002e-01))
99            0.455335261416290882    (std_dev * time)
#-----------------------------------------------------------------------
100           0.0772237836002820366   (std_dev / av_delta_M1_M2_subsurf)
101           0.0803775272817125741   (std_dev / av_B_0)
102           0.0821525529142443645   (av_IP * std_dev)
103           0.0850540211456587564   (std_dev / surface_area)
104           0.0852483020025480848   (av_bulk_int_dist * std_dev)
105           0.0859286630771943505   (av_E_def_subsurf * particle_diameter)
106           0.0867794795289108384   (av_E_def_subsurf / std_dev)
107           0.0878274027558734599   (exp(4.465557e-01*std_dev))
108           0.0889951554845817283   (ln(1.0*particle_diameter-2.999958e+00))
109           0.0899642256545679364   (std_dev / av_BE_H_surf)
110           0.0905653167928526515   (std_dev^2)
111           0.0907329976401876626   (surface_area * std_dev)
112           0.0917497653476804093   (av_E_b_C_subsurf / std_dev)
113           0.091901563359021804    (av_mu_C_critical_subsurf / std_dev)
114           0.0920703930157075606   (std_dev / av_W_change_H)
115           0.0927658077889532973   (total_metal_loading / std_dev)
116           0.0928279900410269587   (av_E_coh * std_dev)
117           0.0941656419108075765   (std_dev / av_E_coh)
118           0.0961754363633098575   (av_BE_H_subsurf / std_dev)
119           0.0964056871238270913   (av_mu_C_critical_surf * std_dev)
120           0.0985921445632895327   (av_BE_H_subsurf * std_dev)
121           0.099176342733397399    (av_delta_M1_M2_subsurf / std_dev)
122           0.0997541214028534601   (av_mu_C_critical_surf / std_dev)
123           0.100337361086557428    (surface_area / std_dev)
124           0.10097129708890297     (av_BE_H_surf / std_dev)
125           0.100990735432855985    (std_dev * total_metal_loading)
126           0.102438177263153227    (std_dev / av_EA)
127           0.103544449071363759    std_dev
128           0.104464576115145702    (1.0 / std_dev)
129           0.106531753171861698    sqrt(std_dev)
130           0.106663811555169227    (ln(1.0*std_dev-5.017890e-01))
131           0.106974418802293372    cbrt(std_dev)
132           0.107316394057286574    (av_BE_H_surf * std_dev)
133           0.10766520449073172     (av_E_coh / std_dev)
134           0.109043024988015949    (av_mu_C_critical_subsurf * std_dev)
135           0.112203733345304049    (std_dev / av_IP)
136           0.112443762743962783    (av_B_0 / std_dev)
137           0.11260079565440631     (av_E_b_C_subsurf * std_dev)
138           0.113162067036378614    (av_bulk_int_dist / std_dev)
139           0.114164126188159756    (av_IP / std_dev)
140           0.116912020867423416    (av_d_band_center_surf / std_dev)
141           0.117067205815709008    (std_dev / av_d_band_center_surf)
142           0.118165045418787223    (av_EA / std_dev)
143           0.118452963532069536    (std_dev / av_PE)
144           0.118544883059255396    (av_delta_M1_M2_subsurf * std_dev)
145           0.121185454030196052    (av_PE / std_dev)
146           0.122921316957254834    (std_dev / particle_diameter)
147           0.123974367179049944    (std_dev / av_bulk_int_dist)
148           0.137270341706397792    (particle_diameter / std_dev)
149           0.184305459118599413    (av_E_def_subsurf * std_dev)
#-----------------------------------------------------------------------
150           0.0314830571821561461   (surface_area^3)
151           0.031525926400939458    (av_delta_M1_M2_subsurf * surface_area)
152           0.0317064858219601592   (av_E_def_subsurf^6)
153           0.032204633622690465    (surface_area / av_BE_H_surf)
154           0.0331615117802682921   (av_IP / surface_area)
155           0.0331911403829168519   (surface_area / av_E_coh)
156           0.0335811743732858936   (av_BE_H_surf / surface_area)
157           0.0337798080771129008   (surface_area^2)
158           0.0342799919661172514   (ln(1.0*av_EA-8.989526e-01))
159           0.0348310269627861505   (av_delta_M1_M2_subsurf / av_W_change_H)
160           0.0350415628956310399   (particle_diameter^6)
161           0.0351086599449244238   (av_delta_M1_M2_subsurf * total_metal_loading)
162           0.0353343017305674384   (av_E_coh / surface_area)
163           0.0354072815631804941   (surface_area / av_E_def_subsurf)
164           0.0359733710645364288   (surface_area / av_delta_M1_M2_subsurf)
165           0.0360445663500403371   (av_E_def_subsurf / av_W_change_H)
166           0.0360472195371261128   surface_area
167           0.0371318714617860368   sqrt(surface_area)
168           0.0374824375155592901   cbrt(surface_area)
169           0.0398441129010357123   (total_metal_loading / av_W_change_H)
170           0.0400222310033456902   (1.0 / surface_area)
171           0.0404719122020102823   (av_bulk_int_dist / av_W_change_H)
172           0.0412309165494102736   (1.0 / av_W_change_H)
173           0.0418345584806589024   (av_IP / av_W_change_H)
174           0.0419981148886769823   (av_PE / av_W_change_H)
175           0.0431753070837605363   (av_delta_M1_M2_subsurf / surface_area)
176           0.0434657857672234374   (surface_area / av_W_change_H)
177           0.0437842881552469726   (particle_diameter / av_W_change_H)
178           0.0442059442727709903   (av_E_coh / av_W_change_H)
179           0.04585246729116009     (av_BE_H_surf / av_W_change_H)
180           0.0459135780700968901   (ln(1.0*surface_area-4.996989e+01))
181           0.0466766279491556968   (av_B_0 * surface_area)
182           0.0470253348827623235   (av_E_def_subsurf / surface_area)
183           0.0481059418389702467   (av_B_0 / av_W_change_H)
184           0.048839106818725414    (av_bulk_int_dist * surface_area)
185           0.0489211527899838239   (av_W_change_H / time)
186           0.0492761015162536259   (av_mu_C_critical_surf / av_W_change_H)
187           0.0494205064377069014   (av_E_b_C_subsurf / av_W_change_H)
188           0.0499701592453993051   (av_mu_C_critical_subsurf / av_W_change_H)
189           0.0501206761843841359   (av_E_coh * surface_area)
190           0.0504952565430003136   (av_BE_H_subsurf / av_W_change_H)
191           0.0554192934914684299   (surface_area / total_metal_loading)
192           0.0615967340908560451   (av_d_band_center_surf / time)
193           0.0623425828458642403   (time / av_W_change_H)
194           0.0631141093245898704   (av_IP * surface_area)
195           0.0676670518105998986   (total_metal_loading / surface_area)
196           0.0787452591939419438   (std_dev / time)
197           0.0808559190673378281   (particle_diameter / time)
198           0.0832257477990845512   (av_PE * surface_area)
199           0.0911214943235719305   (av_IP / time)
#-----------------------------------------------------------------------
200           0.0165310386803996651   (|av_mu_C_critical_subsurf - av_mu_C_critical_surf|)
201           0.0165325600731607986   (exp(8.232915e-01*total_metal_loading))
202           0.0165534660763588561   total_metal_loading
203           0.0165789366610347121   (exp(-1.0 * total_metal_loading))
204           0.016738832106232119    (av_EA / av_W_change_H)
205           0.0168459116869865075   (av_B_0 / total_metal_loading)
206           0.0170153682836343863   (particle_diameter^2)
207           0.0171733263458780858   (av_E_b_C_subsurf * total_metal_loading)
208           0.0172380241112158362   (av_W_change_H^2)
209           0.0172685429515951269   (av_E_def_subsurf * av_EA)
210           0.01727176600515146     (std_dev / total_metal_loading)
211           0.0174589737791260302   (av_d_band_center_surf / av_W_change_H)
212           0.0176145201460988048   (av_EA^3)
213           0.0178343780329259134   sqrt(total_metal_loading)
214           0.0181292385772020073   (av_delta_M1_M2_subsurf^3)
