# FEAT_ID     Score                   Feature Expression
0             0.752128381837595672    (av_BE_H_surf * av_mu_C_critical_subsurf)
1             0.754562457130060982    (av_d_band_center_surf - av_mu_C_critical_surf)
2             0.754605952951755699    (av_BE_H_subsurf * av_mu_C_critical_subsurf)
3             0.755399846778623818    cbrt(av_mu_C_critical_surf)
4             0.756168993811882739    (av_BE_H_subsurf * av_E_b_C_subsurf)
5             0.757281271329729333    (av_E_def_subsurf - av_mu_C_critical_surf)
6             0.758487897638094211    (av_E_b_C_subsurf * av_IP)
7             0.75851127522760331     (av_W_change_H - av_E_b_C_subsurf)
8             0.75851127522760331     (|av_W_change_H - av_E_b_C_subsurf|)
9             0.760603767529347885    (av_BE_H_subsurf * av_E_coh)
10            0.763155702341510533    (av_BE_H_surf / av_BE_H_subsurf)
11            0.764880573490675175    (av_BE_H_subsurf / av_BE_H_surf)
12            0.765303201714936154    (av_E_b_C_subsurf * av_bulk_int_dist)
13            0.766019598904729482    (av_BE_H_subsurf^3)
14            0.766648278908489078    (av_W_change_H + av_mu_C_critical_subsurf)
15            0.768150790456882615    av_mu_C_critical_surf
16            0.768159167861959702    (av_E_b_C_subsurf * av_E_coh)
17            0.76961770254223294     (|av_BE_H_subsurf - av_E_def_subsurf|)
18            0.76961770254223294     (av_BE_H_subsurf - av_E_def_subsurf)
19            0.771358309497632288    (av_E_def_subsurf + av_mu_C_critical_surf)
20            0.772318095188650466    (av_mu_C_critical_subsurf * av_IP)
21            0.772365882849872509    (av_mu_C_critical_surf^6)
22            0.773794634548897631    (1.0 / av_BE_H_subsurf)
23            0.77575459542919134     (av_BE_H_subsurf^2)
24            0.776691438001023027    (exp(9.440338e-01*av_BE_H_subsurf))
25            0.778081760289207169    (av_BE_H_surf^6)
26            0.778963410062464612    (av_BE_H_surf + av_mu_C_critical_surf)
27            0.779482684380025326    (ln(-1.0*av_BE_H_subsurf+6.445878e-03))
28            0.780028694815816936    (av_E_b_C_subsurf - av_mu_C_critical_surf)
29            0.780218814384952108    av_BE_H_subsurf
30            0.780285207508074619    cbrt(av_BE_H_subsurf)
31            0.7816246623896701      (av_mu_C_critical_subsurf * av_E_coh)
32            0.782277947847689004    (av_mu_C_critical_surf^2)
33            0.783057418898081448    (av_BE_H_subsurf * av_BE_H_surf)
34            0.78361936669595067     (exp(9.930118e-01*av_BE_H_surf))
35            0.783926026501098661    (av_mu_C_critical_subsurf + av_mu_C_critical_surf)
36            0.784199754846482522    (av_E_b_C_subsurf * av_mu_C_critical_surf)
37            0.784985203549904198    (1.0 / av_BE_H_surf)
38            0.78536834204113104     (av_BE_H_subsurf + av_BE_H_surf)
