# FEAT_ID     Score                   Feature Expression
0             0.762478586340086362    (av_BE_H_subsurf * av_E_b_C_subsurf)
1             0.762788703980166516    (av_BE_H_subsurf - av_d_band_center_surf)
2             0.763122743418685689    (av_BE_H_subsurf^3)
3             0.763421629955617131    (av_mu_C_critical_surf / av_bulk_int_dist)
4             0.764522843542876918    cbrt(av_mu_C_critical_surf)
5             0.768617752380543418    (av_mu_C_critical_surf / av_d_band_center_surf)
6             0.769623590408028302    (av_BE_H_subsurf * av_E_coh)
7             0.769846201006396003    (av_bulk_int_dist / av_d_band_center_surf)
8             0.770994966101116508    (av_E_def_subsurf - av_mu_C_critical_surf)
9             0.77105997358081857     (av_E_b_C_subsurf * av_IP)
10            0.772035798911383297    (|av_W_change_H - av_E_b_C_subsurf|)
11            0.772888781590580054    (av_d_band_center_surf - av_mu_C_critical_surf)
12            0.773211502987472654    (av_mu_C_critical_surf^6)
13            0.773381980209988384    (av_E_def_subsurf + av_mu_C_critical_surf)
14            0.773721560003034381    (av_BE_H_subsurf^2)
15            0.774441966705767593    (1.0 / av_BE_H_subsurf)
16            0.775923355055749719    (av_W_change_H + av_mu_C_critical_subsurf)
17            0.776272186955090482    av_mu_C_critical_surf
18            0.776272186955090482    (|av_mu_C_critical_surf|)
19            0.776846199237118284    (exp(9.608962e-01*av_BE_H_subsurf))
20            0.778058595214376481    (av_BE_H_surf^6)
21            0.779054123391912268    av_BE_H_subsurf
22            0.779201596264775476    (ln(-1.0*av_BE_H_subsurf+5.493078e-03))
23            0.779709523210274758    cbrt(av_BE_H_subsurf)
24            0.780031181555501774    (av_mu_C_critical_subsurf * av_IP)
25            0.782370302168631349    (av_BE_H_subsurf * av_BE_H_surf)
26            0.782975212532025289    (|av_BE_H_subsurf - av_E_def_subsurf|)
27            0.782975212532025289    (av_BE_H_subsurf - av_E_def_subsurf)
28            0.785436438460253128    (av_BE_H_subsurf + av_BE_H_surf)
29            0.785527901178187937    (av_E_b_C_subsurf * av_E_coh)
30            0.785532868600341549    (av_BE_H_surf + av_mu_C_critical_surf)
31            0.786689485298643687    (exp(9.912287e-01*av_BE_H_surf))
32            0.787883355087711679    (1.0 / av_BE_H_surf)
33            0.78888083967780287     (av_mu_C_critical_surf^2)
34            0.790047478375261014    (av_E_b_C_subsurf - av_mu_C_critical_surf)
35            0.790350639165184554    (av_BE_H_subsurf + av_mu_C_critical_surf)
36            0.790829079326605733    (ln(-1.0*av_BE_H_surf+2.350079e-03))
37            0.791149744323484061    (av_BE_H_surf^3)
38            0.791410346156216971    (av_mu_C_critical_subsurf + av_mu_C_critical_surf)
39            0.791504403562687586    cbrt(av_BE_H_surf)
40            0.792389463840458497    (|av_BE_H_surf|)
41            0.792389463840458497    av_BE_H_surf
42            0.792511139157693223    (av_BE_H_surf^2)
43            0.792990187856961626    (av_mu_C_critical_subsurf * av_mu_C_critical_surf)
44            0.793576526985491304    (av_E_b_C_subsurf * av_mu_C_critical_surf)
45            0.794819778450833958    (av_mu_C_critical_surf^3)
46            0.795539768780446299    (av_mu_C_critical_subsurf * av_E_coh)
