Time,Learning rate,Train loss,Validation loss,MAE_energy_0,MAE_energy_1,MAE_energy_2,MAE_energy_0_grad,MAE_energy_1_grad,MAE_energy_2_grad
35.79105305671692,0.0001,19369.952123161765,7555.068,42.884755859375,21.831111653645834,13.536980794270834,33.93307870370371,28.246799768518517,30.74537037037037
74.36598706245422,0.0001,5614.252448874081,4105.479,26.087029622395832,15.501609700520833,10.379790852864584,21.46226128472222,22.16655960648148,24.80806134259259
109.22844123840332,0.0001,3625.6491831341914,3015.3179,17.531822916666666,15.387750651041667,10.04635498046875,15.31960792824074,19.945769675925927,23.29212528935185
140.01843214035034,0.0001,2944.947469554228,2643.826,14.6104638671875,14.8605908203125,9.748533528645833,13.14296875,18.785028935185185,22.409505208333332
171.17302703857422,0.0001,2628.664937097886,2443.8896,13.656969401041666,14.662957356770834,9.547906901041667,12.160075231481482,18.104163773148148,21.923794849537035
201.66041707992554,0.0001,2391.8533022173715,2281.0234,12.481656901041667,14.458229166666667,9.528330891927084,11.449764178240741,17.56910300925926,21.402450810185186
232.6694691181183,0.0001,2226.482431927849,2156.361,11.819003092447916,14.15623046875,9.413297526041667,11.031229021990741,17.301592881944444,20.749091435185186
263.7912480831146,0.0001,2105.639441348805,2066.208,11.7514794921875,13.837014973958333,9.320515950520834,10.588015046296297,17.00802662037037,20.30626736111111
295.4979770183563,0.0001,2007.5403291590073,2005.0962,10.826005859375,13.795322265625,9.3446923828125,10.273530092592592,16.6152734375,20.100552662037035
326.792799949646,0.0001,1921.634881663603,1939.5264,10.8536767578125,13.716650390625,9.257963053385417,10.082552806712963,16.428187210648147,19.7316796875
357.7047610282898,0.0001,1848.6901740579044,1896.4817,10.95821044921875,13.8184765625,8.884862467447917,9.767799479166667,16.313425925925927,19.59183738425926
388.5678882598877,0.0001,1811.8820927159927,1903.6913,10.56650146484375,14.087330729166666,9.7018798828125,10.562942708333333,16.363054108796295,19.70919704861111
419.285856962204,0.0001,1962.9424161305146,1864.7933,10.809869791666667,12.7539892578125,8.253009440104167,10.12023365162037,16.15920428240741,19.545850694444443
450.3761432170868,0.0001,1774.57910357307,1788.0354,10.380734049479166,13.028848470052083,8.543429361979166,9.826692708333333,15.775813078703704,19.116701388888888
480.8969430923462,0.0001,1697.1727404067096,1731.0326,9.955743815104167,12.8354052734375,8.159603678385416,9.500015190972222,15.5524609375,18.777316261574075
511.5368330478668,0.0001,1633.9518342141544,1691.1686,9.819044596354166,12.809982096354167,8.347342936197917,9.329247685185186,15.307379918981482,18.551741898148148
543.2386391162872,0.0001,1589.1643303366268,1662.4033,9.712652994791666,12.65994873046875,8.118238932291666,9.192699652777778,15.164309895833334,18.432180266203705
577.7496161460876,0.0001,1575.2398908547793,1647.8588,9.299044596354166,12.995890299479166,8.31514404296875,9.254519675925925,15.107828414351852,18.36705295138889
611.223669052124,0.0001,1523.7770971679688,1621.6616,9.528983561197917,12.832888997395834,8.12487060546875,9.051239872685185,15.003443287037037,18.247677951388887
643.1819813251495,0.0001,1478.1865241555606,1597.6821,9.437916666666666,13.0049560546875,8.155406087239584,8.986829427083334,14.873094618055555,18.165431134259258
678.2634749412537,0.0001,1449.5628934972426,1565.0411,9.203888346354166,12.63933349609375,7.705511067708334,8.883211805555556,14.871788194444445,17.89648292824074
715.9607501029968,0.0001,1453.012294778263,1567.4203,8.975692545572917,13.13793212890625,8.365850423177083,8.91894458912037,14.767585358796296,17.971750578703702
754.9361281394958,0.0001,1392.2850397805607,1521.3806,8.932789713541666,12.761011555989583,7.946097005208333,8.743728298611112,14.64347800925926,17.614816261574074
791.117429971695,0.0001,1359.1515693933823,1512.4457,8.886927083333333,12.430772298177084,7.794518229166667,8.672181712962963,14.63339699074074,17.601711516203704
826.3118371963501,0.0001,1328.526055836397,1495.4982,8.773804524739583,12.92276123046875,7.695808919270833,8.65759982638889,14.455034722222223,17.618388310185185
861.5590651035309,0.0001,1308.2207950367647,1469.8083,8.570799967447917,12.669745279947916,7.76641357421875,8.535107060185185,14.351898148148148,17.432945601851852
897.5488300323486,0.0001,1280.5289308076747,1456.9956,8.470823567708333,12.618304036458333,7.94489013671875,8.479867621527777,14.27748263888889,17.37755497685185
931.9632630348206,0.0001,1257.356387724035,1445.8081,8.29089111328125,12.597932942708333,8.19497314453125,8.443773871527778,14.16390480324074,17.406553819444444
967.07213306427,0.0001,1275.066912913603,1485.1233,9.3996630859375,12.603421223958334,7.215985514322917,8.69374927662037,14.362022569444445,17.679071180555557
1001.0894870758057,0.0001,1261.1731831629136,1441.4772,9.086171875,11.44610595703125,7.485026041666667,8.449894386574075,14.189296875,17.38742042824074
1036.1315331459045,0.0001,1210.3720990349266,1395.9948,8.486687825520834,11.96682861328125,8.2418798828125,8.283857783564814,14.042241030092592,16.97437789351852
1071.767364025116,0.0001,1178.3772055951288,1382.3577,8.436039225260417,11.934420572916666,7.8315185546875,8.243509837962963,13.881795428240741,16.970671296296295
1104.421597957611,0.0001,1156.9461901137408,1364.3159,8.394906412760417,11.8333837890625,7.613927408854167,8.227534722222222,13.794717881944445,16.8541015625
1137.9842612743378,0.0001,1146.8046918801701,1362.905,8.260074055989584,11.077672526041667,7.540686848958333,8.168091724537037,13.860130208333333,16.83704861111111
1169.4767212867737,0.0001,1122.343012049058,1349.6783,8.2859765625,11.805995279947917,7.8189705403645835,8.192145543981482,13.670422453703704,16.8624609375
1201.9688711166382,0.0001,1103.3099982048484,1356.6464,7.88135986328125,11.366940104166666,8.199232584635416,8.197155671296295,13.69427806712963,16.910480324074076
1239.0781512260437,0.0001,1085.5319988654642,1337.73,7.69982421875,11.446689453125,8.173151041666667,8.112698929398148,13.600583043981482,16.790758101851853
1274.2382409572601,0.0001,1067.2450484690946,1317.4484,7.60994140625,11.392548828125,7.96810546875,8.036852575231482,13.586506076388888,16.580695891203703
1306.936534166336,0.0001,1050.296961957146,1306.2491,7.5381697591145835,11.27052001953125,8.0447265625,8.021164641203704,13.53277488425926,16.47654224537037
1340.6549491882324,0.0001,1035.5783379049863,1293.6649,7.3696728515625,10.919231770833333,7.961092936197916,7.999985532407408,13.504800347222222,16.360827546296296
1373.6583240032196,0.0001,1090.5055850040212,1332.3875,7.953802083333334,11.842838541666667,8.200360514322917,8.32980613425926,13.629738136574074,16.71691840277778
1407.0440871715546,0.0001,1204.7665329159008,1327.6056,8.923978678385417,12.160096028645833,7.48295166015625,8.357139756944445,13.649670138888888,16.492280092592594
1446.0184881687164,0.0001,1082.1952014160156,1311.2579,7.61156005859375,11.28233154296875,7.934595540364583,8.311579861111111,13.53888599537037,16.444169560185184
1479.0671741962433,0.0001,1022.543972526999,1280.1498,7.656018880208333,11.4041064453125,7.466778971354167,8.256558883101851,13.43920138888889,16.218666087962962
1511.1222331523895,0.0001,997.1177093146829,1261.9961,7.6908951822916665,10.19446533203125,7.350626627604167,8.158572771990741,13.54074363425926,15.966481481481482
1544.6326200962067,0.0001,975.4920275160846,1251.3333,7.595240885416667,10.264038899739583,7.7813321940104165,8.07787037037037,13.44427662037037,15.84935763888889
1577.1271800994873,0.0001,959.4151783662684,1230.9258,7.370908203125,10.209070638020833,7.7230224609375,8.058266782407408,13.348321759259258,15.73853443287037
1608.824781179428,0.0001,943.1652190803079,1229.2797,7.335790201822917,10.116163736979166,7.555089518229167,8.028344907407407,13.33859664351852,15.748023726851851
1641.3462052345276,0.0001,930.819653894761,1221.0745,7.112940266927083,10.082366536458334,7.657953287760416,8.0215234375,13.237264178240741,15.712549189814816
1674.3038473129272,0.0001,911.1851089298024,1216.2472,7.07181884765625,9.922466634114583,7.56163330078125,8.020452112268519,13.190399305555555,15.645189525462962
1706.3366363048553,0.0001,928.8138872931985,1233.8132,7.284742838541667,9.9432373046875,7.63084716796875,8.251027922453703,13.361226851851852,15.732867476851851
1739.0516669750214,0.0001,933.9231546559054,1233.389,7.534705403645833,9.511746419270834,6.682312418619792,8.22472366898148,13.355716145833334,15.796228298611112
