# FEAT_ID     Score                   Feature Expression
0             0.81121583982410006     ((total_metal_loading / av_BE_H_surf) * (|av_W_change_H|))
1             0.811253439373757046    ((av_mu_C_critical_subsurf^6) * (av_mu_C_critical_subsurf + av_IP))
2             0.81128790863336242     ((av_bulk_int_dist * av_EA) * (av_E_b_C_subsurf^6))
3             0.811462658874201104    ((av_d_band_center_surf - av_mu_C_critical_subsurf) / (ln(1.0*time+4.406248e+01)))
4             0.811508355609441789    ((av_E_coh^3) * (av_mu_C_critical_subsurf + av_EA))
5             0.811556376671941804    ((av_PE / av_B_0) * (av_mu_C_critical_subsurf * av_E_coh))
6             0.812674192508726523    ((exp(9.734612e-01*av_E_coh)) * (av_mu_C_critical_subsurf + av_EA))
7             0.812738317411116795    ((av_EA * surface_area) * (av_BE_H_subsurf^6))
8             0.812808388593580733    ((av_mu_C_critical_surf^6) / (ln(1.0*time+4.406248e+01)))
9             0.812959507346384336    ((total_metal_loading / av_mu_C_critical_surf) * (|av_W_change_H|))
10            0.813531951259637176    ((av_mu_C_critical_subsurf^6) * (av_EA * av_IP))
11            0.813891523980515008    ((av_mu_C_critical_surf + av_EA) * cbrt(av_EA))
12            0.813936996176581773    ((av_mu_C_critical_surf^2) / (ln(1.0*time+4.406248e+01)))
13            0.814251131462800815    ((av_bulk_int_dist * av_EA) * (av_mu_C_critical_subsurf^6))
14            0.814295346045847301    (exp(4.660971e+00*((av_BE_H_subsurf+1.167835e+00) / (std_dev+6.117722e+00))))
15            0.814775619783463689    (|(av_d_band_center_surf / av_E_def_subsurf) - (av_mu_C_critical_subsurf / av_W_change_H)|)
16            0.814797089546765996    (sqrt(particle_diameter) * (av_delta_M1_M2_subsurf / av_B_0))
17            0.815318764056021994    ((av_mu_C_critical_subsurf^6) * (av_W_change_H - av_EA))
18            0.815844490542182221    ((av_mu_C_critical_surf / av_d_band_center_surf) / (ln(1.0*time+4.406248e+01)))
19            0.81637696041113994     (exp(4.616907e-02*(av_delta_M1_M2_subsurf * (av_mu_C_critical_surf+5.186642e+00))))
20            0.81713175718617781     (exp(7.946488e-01*(av_E_b_C_subsurf * (av_mu_C_critical_surf+4.954663e+00))))
21            0.817492131142756429    ((total_metal_loading / av_BE_H_subsurf) * (|av_W_change_H|))
22            0.817545189401517991    ((av_E_b_C_subsurf^6) * (|av_E_def_subsurf - av_EA|))
23            0.818835288944002926    ((av_mu_C_critical_surf^6) / sqrt(std_dev))
24            0.818893569764387208    ((av_d_band_center_surf * av_EA) * (av_E_b_C_subsurf^6))
25            0.819156646653991016    ((av_EA / av_E_b_C_subsurf) * (av_mu_C_critical_subsurf^6))
26            0.819214067803915924    (exp(3.974529e+00*((av_BE_H_surf+2.096623e+00) / (std_dev+5.789179e+00))))
27            0.820364249949931845    ((av_mu_C_critical_subsurf^6) * (|av_E_def_subsurf - av_EA|))
28            0.821015851939721375    (exp(1.209843e-01*(av_W_change_H * (av_E_b_C_subsurf-4.715103e+00))))
29            0.821503598423074188    (exp(7.224236e-01*(av_mu_C_critical_subsurf * (av_E_coh-3.091183e+00))))
30            0.821664439340552       ((av_mu_C_critical_subsurf * av_mu_C_critical_surf) / (ln(1.0*time+4.406248e+01)))
31            0.821758656885985928    ((av_E_b_C_subsurf * av_mu_C_critical_surf) / (ln(1.0*time+4.406248e+01)))
32            0.821859313974400596    ((av_mu_C_critical_surf^6) * (particle_diameter / std_dev))
33            0.824197383625004609    ((av_BE_H_subsurf * av_mu_C_critical_surf) / (ln(1.0*time+4.406248e+01)))
34            0.824319781459477152    ((av_mu_C_critical_subsurf + av_IP) * (av_E_b_C_subsurf^6))
35            0.825147114952726635    ((av_BE_H_surf^6) / (ln(1.0*time+4.406248e+01)))
36            0.826024126334612196    ((av_B_0 / av_delta_M1_M2_subsurf) / sqrt(particle_diameter))
37            0.826225967797349359    ((av_mu_C_critical_subsurf^6) * (av_d_band_center_surf * av_EA))
