# FEAT_ID     Feature Postfix Expression (RPN)
0             1|16|div|17|abs|mult
1             12|sp|12|5|add|mult
2             8|6|mult|13|sp|mult
3             18|12|sub|0|log:1.0000000000000e+00,4.4062475814438e+01|div
4             9|cb|12|6|add|mult
5             7|10|div|12|9|mult|mult
6             9|exp:9.7346124179613e-01,0.0000000000000e+00|12|6|add|mult
7             6|4|mult|19|sp|mult
8             11|sp|0|log:1.0000000000000e+00,4.4062475814438e+01|div
9             1|11|div|17|abs|mult
10            12|sp|6|5|mult|mult
11            11|6|add|6|cbrt|mult
12            11|sq|0|log:1.0000000000000e+00,4.4062475814438e+01|div
13            8|6|mult|12|sp|mult
14            19|3|div|exp:4.6609710921092e+00,0.0000000000000e+00,1.1678349701146e+00,6.1177219489216e+00
15            18|14|div|12|17|div|abd
16            2|sqrt|15|10|div|mult
17            12|sp|17|6|sub|mult
18            11|18|div|0|log:1.0000000000000e+00,4.4062475814438e+01|div
19            15|11|mult|exp:4.6169068516863e-02,0.0000000000000e+00,-5.8130698658201e-02,5.1866416702169e+00
20            13|11|mult|exp:7.9464882847630e-01,0.0000000000000e+00,-4.3796481124482e+00,4.9546633887081e+00
21            1|19|div|17|abs|mult
22            13|sp|14|6|abd|mult
23            11|sp|3|sqrt|div
24            18|6|mult|13|sp|mult
25            6|13|div|12|sp|mult
26            16|3|div|exp:3.9745292046814e+00,0.0000000000000e+00,2.0966228343400e+00,5.7891789817287e+00
27            12|sp|14|6|abd|mult
28            17|13|mult|exp:1.2098430947340e-01,0.0000000000000e+00,-2.9002870212554e-01,-4.7151033550481e+00
29            12|9|mult|exp:7.2242356257578e-01,0.0000000000000e+00,4.4453533904436e+00,-3.0911830144156e+00
30            12|11|mult|0|log:1.0000000000000e+00,4.4062475814438e+01|div
31            13|11|mult|0|log:1.0000000000000e+00,4.4062475814438e+01|div
32            11|sp|2|3|div|mult
33            19|11|mult|0|log:1.0000000000000e+00,4.4062475814438e+01|div
34            12|5|add|13|sp|mult
35            16|sp|0|log:1.0000000000000e+00,4.4062475814438e+01|div
36            10|15|div|2|sqrt|div
37            12|sp|18|6|mult|mult
38            3|16|div|exp:1.8092035041212e-01,0.0000000000000e+00,6.1822453460906e+01,-7.1152963293106e-01
39            11|sp|3|cbrt|div
40            18|16|abd|log:1.0000000000000e+00,-1.9584408648965e-01,3.8129490289643e+00,7.5082290352482e+00
41            11|0|div|exp:7.2104271005034e+01,0.0000000000000e+00,3.8871081822714e+00,5.9998381678250e+02
42            19|0|div|exp:5.2753793929962e+01,0.0000000000000e+00,1.3542694261372e+00,5.7527015093521e+02
43            18|11|sub|0|log:1.0000000000000e+00,4.4062475814438e+01|div
44            3|11|div|exp:7.6659195666435e-01,0.0000000000000e+00,2.2940986368150e+01,1.0855089630690e+00
45            11|cb|0|log:1.0000000000000e+00,4.4062475814438e+01|div
46            16|0|div|exp:1.3970352678911e+02,0.0000000000000e+00,2.1514577309233e+00,4.9669467940617e+02
47            0|19|div|exp:8.3650034652990e-04,0.0000000000000e+00,3.5924611296090e+02,1.3845597994740e+00
48            0|16|div|exp:1.0525380939348e-03,0.0000000000000e+00,1.5699828417078e+03,1.7240124226119e+00
49            0|11|div|exp:2.4029037662233e-03,0.0000000000000e+00,6.9196739380976e+02,4.0518872166001e+00
#-----------------------------------------------------------------------
50            3|6|div|15|1|mult|mult
51            3|5|div|14|1|mult|mult
52            3|sqrt|1|8|div|mult
53            2|9|div|14|1|mult|mult
54            1|cb|3|18|div|mult
55            14|1|mult|2|mult
56            3|1|mult|14|sqrt|mult
57            3|1|mult|15|1|mult|mult
58            3|1|mult|8|sq|div
59            14|2|mult|8|7|mult|div
60            9|7|mult|14|2|mult|div
61            4|3|div|12|11|abd|div
62            3|15|div|14|1|mult|mult
63            3|sq|12|11|abd|mult
64            8|sp|19|2|div|mult
65            14|2|mult|9|7|mult|div
66            3|exp:4.8604970048832e-01,0.0000000000000e+00|14|1|mult|mult
67            3|1|mult|8|exp:1.1117953893638e+00,0.0000000000000e+00|div
68            3|1|mult|8|cb|div
69            5|sq|14|2|mult|div
70            2|10|div|14|12|mult|mult
71            14|log:-1.0000000000000e+00,4.5517779006649e-01|3|1|mult|mult
72            2|19|div|8|sp|div
73            1|cb|14|3|mult|mult
74            10|14|div|12|2|mult|div
75            7|log|14|2|mult|div
76            14|2|mult|5|sq|div
