# FEAT_ID     Feature Postfix Expression (RPN)
0             1|12|div|17|abs|mult
1             11|4|mult|11|cb|mult
2             5|11|div|exp:4.0741934811440e-01,0.0000000000000e+00,1.5288253307012e+00,3.7567591220123e+00
3             9|5|mult|13|6|sub|mult
4             1|cbrt|19|17|abd|div
5             19|17|abd|1|cbrt|div
6             16|sp|2|cbrt|div
7             11|18|div|3|2|div|sub
8             10|4|mult|19|cb|mult
9             12|sp|16|6|mult|mult
10            11|sp|4|9|div|mult
11            3|exp:4.8677009252116e-01,0.0000000000000e+00|13|17|div|abd
12            12|sp|6|mult
13            8|6|mult|12|sp|mult
14            2|19|div|exp:1.4381603075330e-01,0.0000000000000e+00,6.1416210356791e+01,-3.4602252250862e-01
15            12|sp|6|9|div|mult
16            11|5|add|12|exp:7.5572054104432e-01,0.0000000000000e+00|div
17            19|cb|2|cbrt|div
18            14|11|mult|exp:3.0720961559838e+00,0.0000000000000e+00,-1.6339195177841e-01,5.2487074042285e+00
19            2|16|div|exp:7.0586037217647e-02,0.0000000000000e+00,7.6967752045268e+01,1.1424224886605e+00
20            12|11|div|exp:4.7039788368985e-01,0.0000000000000e+00,9.8509751984836e+00,4.0518921138766e+00
21            11|0|div|exp:4.7582667921383e+01,0.0000000000000e+00,3.7290712679312e+00,5.6902319392725e+02
22            10|15|div|2|sqrt|div
23            12|9|mult|exp:5.0281558622848e-01,0.0000000000000e+00,4.5923884200813e+00,-3.0026998153317e+00
24            18|11|sub|17|abs|div
25            2|3|div|19|sp|mult
26            19|sp|3|cbrt|div
27            18|16|abd|log:1.0000000000000e+00,-2.7327099174664e-01,2.5906833099800e+00,4.3563854977601e+00
28            11|sp|2|3|div|mult
29            11|sp|14|2|mult|div
30            13|11|mult|exp:7.1135481520966e-01,0.0000000000000e+00,-4.6013405213001e+00,4.8388434599564e+00
31            16|2|div|exp:1.6001174901718e+00,0.0000000000000e+00,2.4667614846875e+00,-2.8950354549739e+00
32            19|sp|3|sqrt|div
33            19|3|div|exp:3.2858478470157e+00,0.0000000000000e+00,1.4042087705695e+00,3.7317398342479e+00
34            19|2|div|exp:1.1758915272055e+00,0.0000000000000e+00,1.8722418830115e+00,-2.8907083614353e+00
35            16|sp|3|cbrt|div
36            19|cb|3|cbrt|div
37            11|sp|3|sqrt|div
38            3|11|div|exp:7.1276282006287e-01,0.0000000000000e+00,1.3062627592342e+01,2.6979064543167e+00
39            11|sp|3|cbrt|div
40            3|16|div|exp:1.9567495552400e-01,0.0000000000000e+00,3.8975879448142e+01,5.5234876917889e-01
41            3|19|div|exp:3.3758787615077e-01,0.0000000000000e+00,2.2499617415142e+01,7.6544579287574e-03
42            13|0|div|exp:1.1691153668553e+02,0.0000000000000e+00,-3.8557964415157e+00,7.6464774181988e+02
43            12|0|div|exp:3.7496346175082e+01,0.0000000000000e+00,4.0372686735026e+00,5.1270834567571e+02
44            0|12|div|exp:4.0308905727117e-03,0.0000000000000e+00,4.7278576174366e+02,3.9629692993180e+00
45            19|0|div|exp:8.4955758836581e+01,0.0000000000000e+00,1.3204980924495e+00,5.6124754018598e+02
46            16|0|div|exp:1.5823718096430e+02,0.0000000000000e+00,2.1153388955474e+00,5.1225946090290e+02
47            0|16|div|exp:1.5220586773795e-03,0.0000000000000e+00,2.0004444420638e+03,1.5383963168744e+00
48            0|19|div|exp:1.2664642714316e-03,0.0000000000000e+00,6.7779275089636e+02,1.2255538253429e+00
49            0|11|div|exp:2.7378812021339e-03,0.0000000000000e+00,7.1304390288814e+02,4.0519888866711e+00
#-----------------------------------------------------------------------
50            4|3|div|19|15|mult|div
51            3|log:1.0000000000000e+00,-5.4843999257614e-01|15|4|div|mult
52            3|4|div|14|sqrt|mult
53            19|3|mult|15|1|mult|mult
54            8|4|mult|15|3|mult|div
55            4|14|div|3|2|add|div
56            4|3|div|15|10|mult|div
57            4|3|div|15|12|mult|div
58            9|4|div|3|log:1.0000000000000e+00,-5.4843999257614e-01|div
59            3|4|div|3|log:1.0000000000000e+00,-5.4843999257614e-01|div
60            7|log|14|2|mult|div
61            4|15|div|15|3|mult|div
62            5|4|mult|14|3|mult|div
63            4|15|div|13|3|mult|div
64            16|4|mult|14|3|mult|div
65            3|1|mult|16|15|mult|mult
66            18|4|mult|15|3|mult|div
67            4|3|div|15|9|mult|div
68            14|3|mult|4|sqrt|div
69            4|15|div|11|3|mult|div
70            3|2|add|14|5|div|mult
71            9|3|mult|15|1|mult|mult
72            8|3|mult|14|4|div|mult
73            15|4|div|3|log:1.0000000000000e+00,-5.4843999257614e-01|div
74            4|1|mult|14|3|mult|div
75            14|3|mult|8|4|mult|div
76            4|15|div|3|sqrt|div
77            4|14|div|8|3|mult|div
78            14|3|mult|9|4|mult|div
79            5|3|mult|14|1|mult|mult
80            4|3|div|14|log:-1.0000000000000e+00,4.1202119978049e-01|div
81            2|3|div|4|sq|mult
82            14|4|div|3|log:1.0000000000000e+00,-5.4843999257614e-01|div
83            4|14|div|15|3|mult|div
84            3|2|add|14|1|mult|mult
85            4|14|div|7|3|mult|div
86            4|14|div|16|3|mult|div
87            14|3|mult|5|4|mult|div
88            3|1|mult|15|11|mult|mult
89            3|log:1.0000000000000e+00,-5.4843999257614e-01|14|4|div|mult
90            3|4|div|13|12|add|mult
91            3|1|mult|14|4|div|mult
92            4|3|div|13|12|add|div
93            4|14|div|9|3|mult|div
94            4|5|div|14|3|mult|div
95            7|3|mult|14|1|mult|mult
96            14|log:-1.0000000000000e+00,4.1202119978049e-01|3|4|div|mult
97            8|4|mult|14|3|mult|div
98            4|sq|14|3|mult|div
99            3|2|add|14|7|div|mult
#-----------------------------------------------------------------------
100           1|0|div|4|sq|mult
101           14|1|mult|13|0|mult|div
102           14|sq|10|0|mult|div
103           1|sq|4|0|div|mult
104           4|cb|8|0|mult|div
105           4|0|div|14|4|mult|mult
106           14|cb|19|0|mult|div
107           14|log:-1.0000000000000e+00,4.1202119978049e-01|1|0|div|mult
108           14|1|mult|16|0|mult|div
109           14|cb|11|0|mult|div
110           14|1|mult|12|0|mult|div
111           14|cb|10|0|mult|div
112           15|1|mult|15|0|div|mult
113           14|4|mult|0|sq|div
114           17|0|div|19|6|add|mult
115           3|0|div|14|cb|mult
116           14|1|mult|0|sq|div
117           1|0|div|14|3|mult|mult
118           14|1|mult|10|0|mult|div
119           14|1|mult|11|0|mult|div
120           14|0|div|sq
121           6|0|div|3|2|sub|div
122           15|14|mult|0|sq|div
123           4|0|div|3|2|sub|div
124           18|0|div|14|cb|mult
125           14|sp|19|0|mult|div
126           14|0|div|15|1|mult|mult
127           14|1|mult|19|0|mult|div
128           14|sp|13|0|mult|div
129           1|cb|4|0|div|mult
130           15|cb|0|sq|div
131           14|sp|12|0|mult|div
132           1|0|div|3|2|sub|div
133           4|1|mult|15|0|div|mult
134           18|0|div|3|2|sub|div
135           1|0|div|4|cb|mult
136           6|0|div|12|11|abd|mult
137           1|0|div|14|4|mult|mult
138           15|0|div|3|2|sub|div
139           4|cb|15|0|div|mult
140           14|cb|0|sq|div
141           1|sq|15|0|div|mult
142           18|0|div|14|sp|mult
143           4|cb|14|0|div|mult
144           1|sq|14|0|div|mult
145           3|0|div|14|sp|mult
146           2|0|div|14|sp|mult
147           6|0|div|14|sp|mult
148           4|0|div|15|sp|mult
149           17|0|div|12|11|sub|mult
#-----------------------------------------------------------------------
150           14|1|mult|5|4|mult|div
151           16|14|mult|10|4|mult|div
152           7|4|mult|5|15|div|mult
153           15|1|mult|4|cbrt|div
154           8|7|mult|14|1|mult|mult
155           17|5|sub|15|1|mult|mult
156           14|log:-1.0000000000000e+00,4.1202119978049e-01|7|4|mult|div
157           11|4|mult|14|1|mult|div
158           7|1|mult|15|8|div|mult
159           12|4|mult|14|1|mult|div
160           15|12|mult|10|4|mult|div
161           14|1|mult|12|4|mult|div
162           15|4|div|7|sq|div
163           8|7|div|15|1|mult|div
164           15|13|mult|10|4|mult|div
165           13|4|mult|14|1|mult|div
166           14|1|mult|13|4|mult|div
167           19|4|mult|14|1|mult|div
168           5|1|mult|14|4|div|mult
169           4|1|div|15|1|add|div
170           1|4|div|15|1|add|mult
171           8|4|mult|14|1|mult|div
172           14|9|div|5|4|mult|div
173           14|1|mult|8|4|mult|div
174           4|1|div|15|1|sub|div
175           7|log:-1.0000000000000e+00,2.5060000001000e+00|18|17|div|abd
176           1|4|div|15|mult
177           9|1|mult|15|8|mult|mult
178           15|7|div|5|4|mult|div
179           14|1|mult|9|4|mult|div
180           5|log:-1.0000000000000e+00,9.1371000001000e+00|18|17|div|abd
181           14|1|mult|15|4|div|mult
182           14|1|mult|11|4|mult|div
183           15|1|mult|5|4|mult|div
184           14|1|mult|19|4|mult|div
185           4|1|div|14|log:-1.0000000000000e+00,4.1202119978049e-01|div
186           4|1|div|13|12|add|div
187           4|sqrt|15|1|mult|div
188           14|4|div|1|mult
189           14|log:-1.0000000000000e+00,4.1202119978049e-01|1|4|div|mult
190           15|1|mult|4|sqrt|div
191           4|15|div|1|div
192           8|sp|4|18|div|mult
193           8|1|mult|14|4|div|mult
194           4|14|div|8|1|mult|div
195           18|4|div|8|sp|div
196           15|1|mult|8|4|mult|div
197           8|4|mult|15|1|mult|div
198           14|1|mult|16|4|mult|div
199           16|4|mult|14|1|mult|div
#-----------------------------------------------------------------------
200           19|0|mult|17|sq|div
201           11|cb|0|18|div|mult
202           9|0|mult|18|sp|div
203           8|0|mult|18|sp|div
204           0|4|div|18|sp|div
205           0|15|div|18|cb|div
206           11|0|mult|12|exp:7.5572054104432e-01,0.0000000000000e+00|div
207           0|4|div|13|sp|mult
