# FEAT_ID     Feature Postfix Expression (RPN)
0             3|19|div|exp:3.6332627942702e-01,0.0000000000000e+00,2.3595019618788e+01,-4.5016594676618e-01
1             11|18|div|0|log:1.0000000000000e+00,3.9457745268479e+01|div
2             11|3|div|exp:9.4876887591829e-02,0.0000000000000e+00,3.9190411305017e+00,4.9404470410880e+00
3             7|6|mult|13|sp|mult
4             11|6|add|6|cbrt|mult
5             9|6|mult|12|sp|mult
6             12|sp|12|5|add|mult
7             1|16|div|17|abs|mult
8             12|11|mult|0|log:1.0000000000000e+00,3.9457745268479e+01|div
9             13|11|mult|0|log:1.0000000000000e+00,3.9457745268479e+01|div
10            6|10|div|19|sp|mult
11            11|cb|3|cbrt|div
12            1|11|div|17|abs|mult
13            8|6|mult|13|sp|mult
14            11|sp|0|log:1.0000000000000e+00,3.9457745268479e+01|div
15            19|11|mult|0|log:1.0000000000000e+00,3.9457745268479e+01|div
16            9|exp:9.7893882192311e-01,0.0000000000000e+00|12|6|add|mult
17            13|11|mult|exp:7.8989065348933e-01,0.0000000000000e+00,-4.3590565383079e+00,5.0079715782534e+00
18            7|6|mult|12|sp|mult
19            1|19|div|17|abs|mult
20            11|9|mult|exp:8.6894467645850e-01,0.0000000000000e+00,5.0401925267615e+00,-2.7539294186909e+00
21            8|6|mult|12|sp|mult
22            6|4|mult|19|sp|mult
23            12|sp|6|5|mult|mult
24            18|14|div|12|17|div|abd
25            18|6|mult|13|sp|mult
26            16|sp|0|log:1.0000000000000e+00,3.9457745268479e+01|div
27            12|sp|17|6|sub|mult
28            17|13|mult|exp:2.6230085600182e-03,0.0000000000000e+00,-2.6671971557908e-01,-4.7499751357562e+00
29            6|13|div|12|sp|mult
30            13|sp|14|6|abd|mult
31            12|9|mult|exp:7.9523904444323e-01,0.0000000000000e+00,4.4539065852467e+00,-3.1308472185191e+00
32            18|16|abd|log:1.0000000000000e+00,-2.7347957144456e-01,2.6382003015447e+00,4.4682669910979e+00
33            12|sp|14|6|abd|mult
34            12|5|add|13|sp|mult
35            2|sqrt|15|10|div|mult
36            3|16|div|exp:1.9543880192924e-01,0.0000000000000e+00,3.7480655133133e+01,5.3624364719942e-01
37            12|sp|18|6|mult|mult
38            19|0|div|exp:9.9348757565154e+01,0.0000000000000e+00,1.3517211647312e+00,5.8847273646938e+02
39            11|0|div|exp:7.7250371351445e+01,0.0000000000000e+00,3.8343340713025e+00,6.4808288182458e+02
40            11|sp|3|sqrt|div
41            18|11|sub|0|log:1.0000000000000e+00,3.9457745268479e+01|div
42            11|sp|2|3|div|mult
43            11|sp|3|cbrt|div
44            0|16|div|exp:1.4311034243899e-03,0.0000000000000e+00,2.9924436737632e+03,1.2269534138766e+00
45            11|cb|0|log:1.0000000000000e+00,3.9457745268479e+01|div
46            10|15|div|2|sqrt|div
47            16|0|div|exp:2.7798289530803e+01,0.0000000000000e+00,2.1192040685045e+00,6.0755371891255e+02
48            3|11|div|exp:4.2526073499132e-01,0.0000000000000e+00,1.0422678826989e+01,3.3311281050551e+00
49            0|11|div|exp:2.3459792861123e-03,0.0000000000000e+00,7.1914392503642e+02,4.0519146847702e+00
#-----------------------------------------------------------------------
50            0|8|div|14|mult
51            14|0|mult|8|cbrt|div
52            14|0|mult|18|11|add|div
53            14|0|mult|8|sqrt|div
54            14|0|mult|6|5|sub|div
55            8|5|div|14|0|mult|mult
56            14|0|mult|4|cbrt|div
57            14|0|mult|10|cbrt|div
58            18|12|add|14|0|mult|mult
59            14|0|mult|13|19|div|mult
60            8|0|mult|14|7|div|mult
61            18|13|abd|14|0|mult|mult
62            14|0|mult|10|log:1.0000000000000e+00,-1.1605778349688e+01|div
63            14|0|mult|12|11|div|mult
64            0|19|div|14|12|mult|mult
65            14|0|mult|9|cbrt|div
66            13|0|mult|14|11|div|mult
67            14|0|mult|9|sqrt|div
68            19|0|mult|14|11|div|mult
69            14|0|mult|18|5|sub|div
70            14|0|mult|19|5|sub|div
71            14|0|mult|16|5|add|div
72            14|0|mult|16|6|sub|div
73            1|sqrt|14|0|mult|mult
74            14|0|mult|5|cbrt|div
75            14|0|mult|6|5|add|div
76            14|0|mult|17|5|sub|div
77            16|9|div|14|0|mult|mult
78            14|0|mult|19|5|add|div
79            14|0|mult|16|5|abd|div
80            0|7|div|14|5|mult|mult
81            14|0|mult|14|5|abd|div
82            6|0|mult|12|11|abd|mult
83            14|0|mult|1|log|div
84            14|0|mult|7|cbrt|div
85            14|0|mult|5|sqrt|div
86            14|0|mult|5|div
87            14|0|mult|14|5|add|div
88            1|cbrt|14|0|mult|mult
89            14|0|mult|7|sqrt|div
90            14|0|mult|17|5|add|div
91            14|0|mult|6|sqrt|div
92            14|0|mult|10|4|mult|div
93            15|6|div|15|0|mult|mult
94            14|0|mult|6|cbrt|div
95            0|4|div|8|sp|div
96            14|0|mult|5|4|mult|div
97            0|4|div|14|1|mult|mult
98            14|0|mult|7|4|mult|div
99            3|2|add|14|7|div|mult
#-----------------------------------------------------------------------
100           6|4|mult|19|17|abd|mult
101           7|2|mult|17|cb|div
102           19|12|sub|18|16|abd|add
103           8|15|div|17|cb|div
104           7|15|div|17|cb|div
105           6|log:1.0000000000000e+00,-8.9899615914757e-01|5|16|div|abd
106           14|log:1.0000000000000e+00,1.8390240779984e-02|17|cb|div
107           12|14|div|17|cb|div
108           11|14|div|17|cb|div
109           19|14|div|17|cb|div
110           18|15|div|17|cb|div
111           9|14|div|17|cb|div
112           16|14|div|17|cb|div
113           11|6|add|6|4|mult|mult
114           6|sp|18|16|sub|div
115           16|11|sub|18|16|abd|add
116           4|sq|12|11|abd|div
117           5|14|div|17|cb|div
118           18|14|div|17|cb|div
119           6|4|mult|19|14|add|mult
120           7|14|div|17|cb|div
121           8|14|div|17|cb|div
122           19|13|add|18|16|abd|add
123           11|16|div|12|18|div|abd
124           4|log:-1.0000000000000e+00,8.0559799289819e+01|17|cb|div
125           6|4|mult|18|15|mult|div
126           12|sp|19|18|sub|mult
127           18|14|mult|6|4|mult|div
128           6|sp|18|16|abd|div
129           6|4|mult|18|14|mult|div
130           18|16|abd|18|cb|div
131           7|log:-1.0000000000000e+00,2.5060000001000e+00|18|16|sub|div
132           11|15|div|6|4|mult|mult
133           15|4|div|11|6|mult|div
134           18|16|abd|13|6|add|add
135           19|6|add|18|16|sub|abd
136           7|log:-1.0000000000000e+00,2.5060000001000e+00|18|16|abd|div
137           7|log:-1.0000000000000e+00,2.5060000001000e+00|17|cb|div
138           17|0|div|18|16|sub|div
139           19|18|sub|13|sp|mult
140           15|4|div|19|6|mult|div
141           18|16|abd|12|6|abd|add
142           4|15|div|19|6|mult|mult
143           15|12|div|6|4|mult|div
144           6|log:1.0000000000000e+00,-8.9899615914757e-01|5|19|div|abd
145           4|15|div|12|6|mult|mult
146           15|13|div|6|4|mult|div
147           17|0|div|18|16|abd|div
148           18|17|abd|18|16|abd|sub
149           6|4|mult|13|15|div|mult
#-----------------------------------------------------------------------
150           2|sp|2|0|div|mult
151           14|sp|12|0|mult|div
152           2|exp:1.6263498901610e+00,0.0000000000000e+00|0|cb|div
153           14|sp|19|0|mult|div
154           14|0|div|14|sp|mult
155           2|exp:1.6263498901610e+00,0.0000000000000e+00|17|0|div|mult
156           14|sp|15|0|div|mult
157           6|0|div|14|sp|mult
158           2|exp:1.6263498901610e+00,0.0000000000000e+00|2|0|mult|div
159           2|exp:1.6263498901610e+00,0.0000000000000e+00|10|0|mult|div
160           2|exp:1.6263498901610e+00,0.0000000000000e+00|6|0|mult|div
161           2|exp:1.6263498901610e+00,0.0000000000000e+00|14|0|mult|div
162           2|exp:1.6263498901610e+00,0.0000000000000e+00|7|0|mult|div
163           2|exp:1.6263498901610e+00,0.0000000000000e+00|3|0|mult|div
164           2|exp:1.6263498901610e+00,0.0000000000000e+00|9|0|mult|div
165           2|exp:1.6263498901610e+00,0.0000000000000e+00|5|0|mult|div
166           2|exp:1.6263498901610e+00,0.0000000000000e+00|1|0|div|mult
167           2|exp:1.6263498901610e+00,0.0000000000000e+00|11|0|mult|div
168           2|exp:1.6263498901610e+00,0.0000000000000e+00|12|0|div|mult
169           2|exp:1.6263498901610e+00,0.0000000000000e+00|19|0|div|mult
170           2|exp:1.6263498901610e+00,0.0000000000000e+00|18|0|mult|div
171           2|exp:1.6263498901610e+00,0.0000000000000e+00|18|0|div|mult
