# FEAT_ID     Feature Postfix Expression (RPN)
0             19|12|mult|0|log:1.0000000000000e+00,1.1436016257817e+02|div
1             1|12|div|17|abs|mult
2             6|16|div|12|sp|mult
3             19|12|sub|12|11|abd|sub
4             1|13|div|17|abs|mult
5             12|sp|17|6|sub|mult
6             8|6|mult|12|sp|mult
7             2|sqrt|15|10|div|mult
8             11|9|mult|exp:1.1201470035621e+00,0.0000000000000e+00,5.1203221641041e+00,-2.7303882215869e+00
9             18|11|sub|0|log:1.0000000000000e+00,1.1436016257817e+02|div
10            13|sp|14|6|abd|mult
11            12|sp|14|6|abd|mult
12            13|11|mult|exp:7.9357388138179e-01,0.0000000000000e+00,-4.4303146149387e+00,4.8762966488037e+00
13            19|13|mult|0|log:1.0000000000000e+00,1.1436016257817e+02|div
14            18|6|mult|13|sp|mult
15            1|19|div|17|abs|mult
16            6|13|div|12|sp|mult
17            19|18|div|0|log:1.0000000000000e+00,1.1436016257817e+02|div
18            15|11|mult|exp:6.3772880164595e-01,0.0000000000000e+00,-5.9955652442142e-02,5.1900377312884e+00
19            3|11|div|exp:7.5677742069523e-01,0.0000000000000e+00,4.8507739393912e+01,-4.5152200760573e+00
20            16|sp|0|log:1.0000000000000e+00,1.1436016257817e+02|div
21            12|5|add|13|sp|mult
22            12|9|mult|exp:5.0440207927963e-01,0.0000000000000e+00,4.4391794316569e+00,-3.0366578149802e+00
23            19|3|div|exp:1.3886241619702e+00,0.0000000000000e+00,1.3015100796229e+00,5.4640974098781e+00
24            19|sq|0|log:1.0000000000000e+00,1.1436016257817e+02|div
25            19|16|mult|0|log:1.0000000000000e+00,1.1436016257817e+02|div
26            3|19|div|exp:3.1982377137117e-01,0.0000000000000e+00,2.7028303843641e+01,-4.8378176594598e-01
27            11|0|div|exp:5.9668970595476e+00,0.0000000000000e+00,4.0493533477038e+00,5.8566992218589e+02
28            12|sp|18|6|mult|mult
29            11|sp|3|sqrt|div
30            11|18|div|0|log:1.0000000000000e+00,1.1436016257817e+02|div
31            19|log:-1.0000000000000e+00,6.9522136370670e-03|0|log:1.0000000000000e+00,1.1436016257817e+02|div
32            16|cb|0|log:1.0000000000000e+00,1.1436016257817e+02|div
33            19|0|div|exp:5.1581724458595e+01,0.0000000000000e+00,1.3831254026620e+00,5.8831079960011e+02
34            13|9|mult|0|log:1.0000000000000e+00,1.1436016257817e+02|div
35            11|sp|2|3|div|mult
36            3|16|div|exp:1.8425109915728e-01,0.0000000000000e+00,4.0401718414008e+01,4.6693877240855e-01
37            10|15|div|2|sqrt|div
38            16|11|mult|0|log:1.0000000000000e+00,1.1436016257817e+02|div
39            11|sp|3|cbrt|div
40            11|sq|0|log:1.0000000000000e+00,1.1436016257817e+02|div
41            0|16|div|exp:1.2411486652169e-03,0.0000000000000e+00,2.2032496579862e+03,1.5287659784450e+00
42            11|cb|0|log:1.0000000000000e+00,1.1436016257817e+02|div
43            18|16|abd|log:1.0000000000000e+00,-1.8419663751554e-01,3.9176569584472e+00,7.7789901124447e+00
44            12|9|mult|0|log:1.0000000000000e+00,1.1436016257817e+02|div
45            16|0|div|exp:2.0055199273733e+02,0.0000000000000e+00,2.1369830971894e+00,5.3855067519552e+02
