# FEAT_ID     Score                   Feature Expression
0             0.776681568300372382    ((av_EA / av_PE) * (|av_BE_H_subsurf - av_W_change_H|))
1             0.776898263128282363    ((av_E_def_subsurf / particle_diameter) / (av_delta_M1_M2_subsurf^6))
2             0.777035733701448961    ((av_E_coh / av_EA) / (av_BE_H_subsurf + av_E_b_C_subsurf))
3             0.777632278099233853    ((|av_d_band_center_surf - av_EA|) * (av_E_b_C_subsurf / av_bulk_int_dist))
4             0.777706708532455826    ((av_B_0 / av_E_coh) / (av_E_b_C_subsurf * av_EA))
5             0.77910965375107466     ((av_B_0 / av_E_coh) / (av_mu_C_critical_subsurf * av_EA))
6             0.779252522142314552    ((av_B_0 / av_EA) / (av_BE_H_subsurf * av_BE_H_surf))
7             0.781790538301183502    ((av_d_band_center_surf / av_BE_H_surf) - (av_BE_H_surf / av_EA))
8             0.783458429874887008    ((av_PE / av_E_b_C_subsurf) + (1.0 / av_EA))
9             0.784039837089756331    ((av_bulk_int_dist / av_E_b_C_subsurf) / (|av_d_band_center_surf - av_EA|))
10            0.784752032490863227    (exp(2.750291e+00*(av_BE_H_surf * (av_EA-1.227649e-01))))
11            0.784939561620233039    (exp(2.000004e+00*(av_BE_H_subsurf * (av_EA-1.357077e-01))))
12            0.784986881041817797    ((av_d_band_center_surf / av_E_def_subsurf) / (av_E_b_C_subsurf - av_IP))
13            0.785724137874045381    ((ln(1.0*av_EA-8.326824e-01)) - (av_BE_H_subsurf / av_EA))
14            0.785978689134625874    ((av_EA / av_BE_H_subsurf) * (av_E_b_C_subsurf - av_EA))
15            0.78643355673427473     ((av_BE_H_subsurf - av_EA) / (av_mu_C_critical_subsurf * av_EA))
16            0.786585840288717919    (exp(6.178527e-01*(av_mu_C_critical_subsurf * (av_EA-1.933941e-01))))
17            0.786964007611923644    ((av_IP / av_EA) + (av_d_band_center_surf / av_BE_H_subsurf))
18            0.789042040110555454    (|(av_PE / av_mu_C_critical_subsurf) - (1.0 / av_EA)|)
19            0.789456099728921612    ((av_d_band_center_surf / total_metal_loading) / (av_EA^3))
20            0.789833745311695257    ((av_B_0 / av_EA) / (av_BE_H_surf * av_E_b_C_subsurf))
21            0.789918139529767638    ((av_EA / av_B_0) * (av_BE_H_surf - av_mu_C_critical_subsurf))
22            0.791497724354538357    ((av_BE_H_subsurf - av_EA) / (av_E_b_C_subsurf * av_EA))
23            0.792363709808602823    ((av_PE / av_BE_H_surf) - (1.0 / av_EA))
24            0.793126629475464195    ((av_d_band_center_surf / total_metal_loading) / (av_EA^2))
25            0.793567103860556955    ((av_EA / av_E_def_subsurf) / (av_bulk_int_dist^6))
26            0.793942161545607816    ((av_BE_H_surf / av_B_0) * (av_E_b_C_subsurf * av_EA))
27            0.794260140324247854    (exp(1.163418e+00*(av_mu_C_critical_surf * (av_EA-4.879945e-01))))
28            0.797842484498777371    ((av_B_0 / av_mu_C_critical_subsurf) / (av_BE_H_surf * av_EA))
29            0.800697257378112481    ((av_B_0 / av_EA) / (av_mu_C_critical_surf + av_EA))
30            0.800786286238960976    ((av_BE_H_surf / av_B_0) * (av_mu_C_critical_subsurf * av_EA))
31            0.800960392703483071    ((av_BE_H_subsurf / av_EA) / (av_E_b_C_subsurf - av_EA))
32            0.804425885061393009    ((av_EA / av_BE_H_subsurf) * (av_mu_C_critical_subsurf + av_EA))
33            0.805028166614520924    (|(ln(1.0*av_EA-8.326824e-01)) - (av_d_band_center_surf / av_BE_H_surf)|)
34            0.805356236159536887    ((av_mu_C_critical_surf / av_EA) / (av_mu_C_critical_subsurf + av_EA))
35            0.805712483400473189    ((av_mu_C_critical_surf / av_EA) / (av_E_b_C_subsurf - av_EA))
36            0.80686182844876575     ((av_BE_H_subsurf / av_EA) - (av_d_band_center_surf / av_BE_H_surf))
37            0.809536536003575891    (exp(1.404703e+02*(av_W_change_H * (av_EA-9.175251e-01))))
38            0.81109548274132548     ((av_BE_H_subsurf / av_EA) / (av_mu_C_critical_subsurf + av_EA))
39            0.814877067890815265    (|(av_IP / av_BE_H_subsurf) - (av_IP / av_EA)|)
40            0.81722614428686835     ((av_bulk_int_dist^6) * (av_E_def_subsurf / av_EA))
41            0.820358353892559511    (exp(1.176322e+00*((av_EA-9.181183e-01) / (av_d_band_center_surf+1.982447e+00))))
42            0.820847920653195784    ((av_EA / av_mu_C_critical_surf) * (av_mu_C_critical_subsurf + av_EA))
43            0.821034828623924184    (exp(1.981400e-01*((av_d_band_center_surf+1.610071e+00) / (av_EA-8.989998e-01))))
44            0.821710318501462478    ((av_EA / av_mu_C_critical_surf) * (av_E_b_C_subsurf - av_EA))
45            0.825423207195807196    ((av_mu_C_critical_surf + av_EA) * (av_EA / av_B_0))
46            0.825429990440106343    ((av_EA / av_bulk_int_dist) / (av_E_def_subsurf + av_EA))
47            0.828126046778917435    ((av_bulk_int_dist / av_EA) * (av_E_def_subsurf + av_EA))
48            0.833992345209881525    (exp(7.101202e+01*(av_d_band_center_surf * (av_E_def_subsurf-2.086621e-01))))
49            0.842800354057825607    (exp(5.264646e+01*(av_W_change_H * (particle_diameter-5.891972e+00))))
#-----------------------------------------------------------------------
50            0.507980293911936998    ((ln(-1.0*av_W_change_H+3.799427e-01)) / (av_d_band_center_surf - av_BE_H_surf))
51            0.508444284562205584    ((surface_area^2) / (av_d_band_center_surf - av_BE_H_surf))
52            0.508884631546018373    ((av_delta_M1_M2_subsurf / av_PE) / (av_d_band_center_surf - av_BE_H_surf))
53            0.508994304757974469    ((av_delta_M1_M2_subsurf / av_EA) / (av_d_band_center_surf - av_BE_H_surf))
54            0.509825596823081817    ((av_mu_C_critical_subsurf / particle_diameter) / (av_d_band_center_surf - av_BE_H_surf))
55            0.50985205966424163     ((surface_area / av_PE) / (av_d_band_center_surf - av_BE_H_surf))
56            0.510004747850715368    ((surface_area / av_EA) / (av_d_band_center_surf - av_BE_H_surf))
57            0.51061682419421861     ((av_E_def_subsurf / av_BE_H_surf) / (av_d_band_center_surf - av_BE_H_surf))
58            0.510680498195107413    ((av_E_def_subsurf / av_d_band_center_surf) / (av_d_band_center_surf - av_BE_H_surf))
