# FEAT_ID     Score                   Feature Expression
0             0.783574051484943301    (|(ln(1.0*av_EA-8.332309e-01)) - (av_d_band_center_surf / av_BE_H_subsurf)|)
1             0.784698032692653924    ((|av_d_band_center_surf - av_BE_H_surf|) / (av_EA^6))
2             0.785187611420954723    ((av_d_band_center_surf / av_BE_H_surf) - (av_BE_H_surf / av_EA))
3             0.786602148722231109    ((|av_d_band_center_surf - av_EA|) * (av_E_b_C_subsurf / av_bulk_int_dist))
4             0.787599988885448465    ((av_PE / av_E_b_C_subsurf) + (1.0 / av_EA))
5             0.787710944655062195    ((av_E_def_subsurf / particle_diameter) / (av_delta_M1_M2_subsurf^6))
6             0.787918846492950187    ((av_mu_C_critical_surf * av_EA) / (av_IP^3))
7             0.788805496262831918    (exp(3.145352e+00*(av_BE_H_surf * (av_EA-1.935174e-01))))
8             0.788880299441521049    (exp(8.174543e-01*(av_mu_C_critical_surf * (av_EA-2.519185e-01))))
9             0.789307288349097358    ((av_BE_H_subsurf - av_EA) / (av_mu_C_critical_subsurf * av_EA))
10            0.789879012627158206    ((av_d_band_center_surf / av_E_def_subsurf) / (av_E_b_C_subsurf - av_IP))
11            0.789893372359226076    ((av_EA / av_BE_H_subsurf) * (av_E_b_C_subsurf - av_EA))
12            0.790175509360780515    (exp(6.685563e-01*(av_mu_C_critical_subsurf * (av_EA-2.410280e-01))))
13            0.791178762805158753    ((ln(1.0*av_EA-8.332309e-01)) - (av_BE_H_subsurf / av_EA))
14            0.791329217082580083    ((av_IP / av_EA) + (av_d_band_center_surf / av_BE_H_subsurf))
15            0.792884787698456273    ((av_PE / av_mu_C_critical_subsurf) - (1.0 / av_EA))
16            0.793045772586979836    ((av_bulk_int_dist / av_E_b_C_subsurf) / (|av_d_band_center_surf - av_EA|))
17            0.794617914729975117    ((av_BE_H_subsurf - av_EA) / (av_E_b_C_subsurf * av_EA))
18            0.794749421646861021    ((av_d_band_center_surf / total_metal_loading) / (av_EA^3))
19            0.795532972032979235    (exp(2.940397e+00*(av_BE_H_subsurf * (av_EA-3.940921e-01))))
20            0.795791945508667387    ((av_B_0 / av_BE_H_surf) / (av_E_b_C_subsurf * av_EA))
21            0.797971559260133745    ((av_EA / av_E_def_subsurf) / (av_bulk_int_dist^6))
22            0.798373462290265179    (|(av_PE / av_BE_H_surf) - (1.0 / av_EA)|)
23            0.799065798785214887    ((av_d_band_center_surf / total_metal_loading) / (av_EA^2))
24            0.79959303442851748     ((av_EA / av_B_0) * (av_BE_H_surf * av_E_b_C_subsurf))
25            0.800428694474486946    ((av_EA / av_B_0) * (av_BE_H_surf - av_mu_C_critical_subsurf))
