# FEAT_ID     Feature Postfix Expression (RPN)
0             19|18|div
1             16|14|sub
2             11|log:-1.0000000000000e+00,1.5643636380725e-01
3             19|18|sub
4             11|8|div
5             11|cbrt
6             11|18|div
7             19|sq
8             17|13|abd
9             8|18|div
10            19|9|mult
11            19|inv
12            11|sp
13            17|12|add
14            14|11|sub
15            13|5|mult
16            19|exp:9.6242742239896e-01,0.0000000000000e+00
17            16|sp
18            19
19            14|11|add
20            18|11|sub
21            19|log:-1.0000000000000e+00,5.4501696990732e-03
22            19|cbrt
23            11
24            11|abs
25            19|16|mult
26            19|16|add
27            12|5|mult
28            19|14|abd
29            19|14|sub
30            16|exp:9.9143526262136e-01,0.0000000000000e+00
31            16|inv
32            16|11|add
33            13|9|mult
34            16|cb
35            13|11|sub
36            16|log:-1.0000000000000e+00,2.5811509336204e-03
37            16|cbrt
38            12|11|add
39            16|sq
40            11|sq
41            16
42            12|11|mult
43            19|11|add
44            13|11|mult
45            11|cb
46            19|11|mult
47            17|11|sub
48            16|11|mult
49            12|9|mult
#-----------------------------------------------------------------------
50            3|1|div
51            9|3|mult
52            8|3|div
53            16|3|mult
54            18|0|mult
55            3|4|div
56            18|3|div
57            3|8|div
58            0|10|div
59            1|3|div
60            4|3|div
61            0|11|div
62            15|3|mult
63            0|sq
64            14|3|mult
65            0|13|div
66            0|19|div
67            0|12|div
68            4|0|mult
69            0|14|div
70            0|9|div
71            0|16|div
72            8|0|mult
73            6|0|mult
74            0|7|div
75            0|5|div
76            0|1|div
77            0
78            0|18|div
79            19|0|mult
80            12|0|mult
81            0|15|div
82            13|0|mult
83            11|0|mult
84            16|0|mult
85            7|0|mult
86            0|8|div
87            0|log:1.0000000000000e+00,4.4062475814438e+01
88            1|0|mult
89            5|0|mult
90            0|sqrt
91            0|cbrt
92            10|0|mult
93            0|6|div
94            9|0|mult
95            0|4|div
96            2|0|mult
97            15|0|mult
98            14|0|mult
99            3|0|mult
#-----------------------------------------------------------------------
100           4|5|div
101           10|13|div
102           13|3|div
103           6|sq
104           10|19|div
105           10|12|div
106           12|3|div
107           3|7|div
108           11|12|div
109           1|8|div
110           7|4|div
111           12|11|abd
112           5|4|div
113           6|4|div
114           2|log:1.0000000000000e+00,-2.9994710814702e+00
115           17|6|mult
116           16|4|mult
117           6|exp:1.0187590739100e+00,0.0000000000000e+00
118           17|2|div
119           15|4|div
120           4|1|mult
121           17|sq
122           6|cb
123           3|6|div
124           6|17|div
125           14|2|mult
126           14|17|div
127           18|17|div
128           17|cb
129           17|sp
130           15|17|div
131           6|sp
132           6|3|mult
133           17|3|div
134           1|17|div
135           17|inv
136           4|17|div
137           8|17|div
138           5|17|div
139           7|17|div
140           9|17|div
141           16|17|div
142           10|17|div
143           13|17|div
144           11|17|div
145           12|17|div
146           19|17|div
147           2|17|div
148           0|17|div
149           3|17|div
#-----------------------------------------------------------------------
150           14|10|div
151           17|4|div
152           14|7|div
153           15|1|add
154           4|10|div
155           7|5|div
156           17|14|mult
157           17|11|div
158           14|cb
159           18|17|mult
160           17|13|div
161           5|7|div
162           9|4|mult
163           17|15|mult
164           15|cb
165           17|12|div
166           17|19|div
167           17|14|add
168           2|exp:1.5265819035913e+00,0.0000000000000e+00
169           16|4|div
170           19|12|div
171           3|17|div
172           4|8|div
173           4|cb
174           4|1|div
175           19|13|div
176           12|19|div
177           4|9|div
178           10|4|div
179           4|7|div
180           4|14|div
181           13|19|div
182           4|sq
183           8|4|div
184           9|1|mult
185           4|15|div
186           5|4|mult
187           4
188           14|sp
189           4|sqrt
190           4|log:1.0000000000000e+00,5.4212109081054e+01
191           4|cbrt
192           7|4|mult
193           9|4|div
194           8|4|mult
195           4|inv
196           14|1|mult
197           1|4|div
198           14|4|div
199           15|1|mult
#-----------------------------------------------------------------------
200           9|6|mult
201           19|10|div
202           19|11|div
203           6|5|mult
204           9|16|div
205           1|9|div
206           12|11|div
207           7|6|mult
208           10|11|div
209           11|19|div
210           17|0|mult
211           2|sp
212           3|17|div
213           17|4|mult
214           18|1|div
215           17|1|div
216           1|6|div
217           8|1|mult
218           10|1|div
219           19|1|mult
220           1|7|div
221           11|1|mult
222           12|1|mult
223           1|5|div
224           13|1|mult
225           16|1|div
226           1|cb
227           1|sq
228           9|1|div
229           7|1|mult
230           15|1|div
231           6|1|div
232           6|4|mult
233           4|10|div
234           1|exp:9.0590828754167e-01,0.0000000000000e+00
235           1
236           1|nexp
237           7|1|div
238           1|sqrt
239           16|1|mult
240           1|cbrt
241           5|1|div
242           1|log
243           8|1|div
244           5|1|mult
245           1|inv
246           15|log:-1.0000000000000e+00,9.3470000100000e-02
247           7|log:-1.0000000000000e+00,2.5060000001000e+00
248           5|log:-1.0000000000000e+00,9.1371000001000e+00
249           1|log:1.0000000000000e+00,-8.2999988389451e-03
#-----------------------------------------------------------------------
