# FEAT_ID     Score                   Feature Expression
0             0.810947210204706614    ((av_BE_H_subsurf * av_mu_C_critical_surf) / (ln(1.0*time+3.480648e+01)))
1             0.810947265112357485    ((av_BE_H_subsurf - av_mu_C_critical_subsurf) - (|av_mu_C_critical_subsurf - av_mu_C_critical_surf|))
2             0.81121583982410117     ((total_metal_loading / av_BE_H_surf) * (|av_W_change_H|))
3             0.811253439373757157    ((av_mu_C_critical_subsurf^6) * (av_mu_C_critical_subsurf + av_IP))
4             0.81128790863336353     ((av_bulk_int_dist * av_EA) * (av_E_b_C_subsurf^6))
5             0.811508355609440679    ((av_E_coh^3) * (av_mu_C_critical_subsurf + av_EA))
6             0.811556376671942137    ((av_E_coh * av_PE) * (av_mu_C_critical_subsurf / av_B_0))
7             0.811587557973959539    ((av_d_band_center_surf - av_mu_C_critical_subsurf) / (ln(1.0*time+3.480648e+01)))
8             0.811828502618793246    (exp(5.205388e+00*((av_delta_M1_M2_subsurf-5.817121e-02) * (av_mu_C_critical_surf+5.186070e+00))))
9             0.812603689348767144    ((exp(9.762422e-01*av_E_coh)) * (av_mu_C_critical_subsurf + av_EA))
10            0.812735904699079414    ((av_mu_C_critical_surf^6) / (ln(1.0*time+3.480648e+01)))
11            0.812738317411116462    ((av_EA * surface_area) * (av_BE_H_subsurf^6))
12            0.812959507346387333    ((total_metal_loading / av_mu_C_critical_surf) * (|av_W_change_H|))
13            0.81310612945981231     (exp(3.345262e-02*((av_mu_C_critical_surf+5.413084e+00) * (av_IP-5.894536e+00))))
14            0.813531951259637731    ((av_mu_C_critical_subsurf^6) * (av_EA * av_IP))
15            0.813891523980514009    ((av_mu_C_critical_surf + av_EA) * cbrt(av_EA))
16            0.814251131462799149    ((av_bulk_int_dist * av_EA) * (av_mu_C_critical_subsurf^6))
17            0.814775619783463356    (|(av_d_band_center_surf / av_E_def_subsurf) - (av_mu_C_critical_subsurf / av_W_change_H)|)
18            0.814797089546767883    (sqrt(particle_diameter) * (av_delta_M1_M2_subsurf / av_B_0))
19            0.815318764056020218    ((av_mu_C_critical_subsurf^6) * (|av_W_change_H - av_EA|))
20            0.815945903126407579    (exp(3.930581e+00*((av_BE_H_subsurf+1.135539e+00) / (std_dev+7.113040e+00))))
21            0.816094939660859664    (exp(1.278947e+00*((av_mu_C_critical_surf+5.039811e+00) * (av_E_coh-2.801883e+00))))
22            0.816692147944784175    (exp(4.889510e-01*((av_mu_C_critical_surf+5.113119e+00) / (av_BE_H_surf+2.160000e+00))))
23            0.817136007712801371    (exp(7.954136e-01*((av_E_b_C_subsurf-4.379955e+00) * (av_mu_C_critical_surf+4.954698e+00))))
24            0.817492131142758094    ((total_metal_loading / av_BE_H_subsurf) * (|av_W_change_H|))
25            0.817545189401522099    ((av_E_b_C_subsurf^6) * (av_E_def_subsurf - av_EA))
26            0.818835288944004258    ((av_mu_C_critical_surf^6) / sqrt(std_dev))
27            0.818893569764386431    ((av_d_band_center_surf * av_EA) * (av_E_b_C_subsurf^6))
28            0.81915664665399035     ((av_EA / av_E_b_C_subsurf) * (av_mu_C_critical_subsurf^6))
29            0.819523856087091773    (exp(2.115376e-01*((std_dev+2.450569e+01) / (av_BE_H_surf+1.045990e+00))))
30            0.819856698342965817    (exp(4.432826e-01*((av_BE_H_surf+2.165149e+00) / (std_dev+4.495350e+00))))
31            0.820364249949932622    ((av_mu_C_critical_subsurf^6) * (av_E_def_subsurf - av_EA))
32            0.820932452591911055    (exp(6.038885e-01*((av_mu_C_critical_subsurf+4.422464e+00) * (av_E_coh-3.073268e+00))))
33            0.821123710036281373    (exp(1.377540e-01*((av_W_change_H-3.017118e-01) * (av_E_b_C_subsurf-4.692688e+00))))
34            0.821211711659456389    ((av_BE_H_surf^6) / (ln(1.0*time+3.480648e+01)))
35            0.821859313974400707    ((av_mu_C_critical_surf^6) * (particle_diameter / std_dev))
36            0.824319781459477152    ((av_mu_C_critical_subsurf + av_IP) * (av_E_b_C_subsurf^6))
37            0.826024126334612863    ((av_B_0 / av_delta_M1_M2_subsurf) / sqrt(particle_diameter))
38            0.826225967797352689    ((av_mu_C_critical_subsurf^6) * (av_d_band_center_surf * av_EA))
39            0.826782321938845488    (exp(1.023886e+02*((av_mu_C_critical_surf+3.875742e+00) / (time+5.714166e+02))))
40            0.828908865165186803    ((av_mu_C_critical_surf^6) / cbrt(std_dev))
41            0.829495864758381551    (ln(1.0*|av_d_band_center_surf - (3.789362e+00*av_BE_H_surf+7.447211e+00)|-1.940670e-01))
42            0.830877776344065788    (exp(3.785093e+01*((av_BE_H_subsurf+1.355591e+00) / (time+5.739869e+02))))
43            0.831611514678314956    ((av_d_band_center_surf - av_mu_C_critical_surf) / (ln(1.0*time+3.480648e+01)))
44            0.83472216314335812     (exp(7.786366e-01*((std_dev+2.275348e+01) / (av_mu_C_critical_surf+1.066754e+00))))
45            0.837998101584521482    (exp(1.644787e-03*((time+2.787198e+03) / (av_BE_H_surf+1.174286e+00))))
46            0.839200233703427112    ((av_mu_C_critical_surf^3) / (ln(1.0*time+3.480648e+01)))
47            0.846572253226830052    (exp(8.420768e-04*((time+3.656118e+02) / (av_BE_H_subsurf+1.381328e+00))))
48            0.846803041282783275    (exp(9.763096e+01*((av_BE_H_surf+2.128805e+00) / (time+5.538121e+02))))
49            0.88079584874373773     (exp(2.406269e-03*((time+6.911818e+02) / (av_mu_C_critical_surf+4.051924e+00))))
#-----------------------------------------------------------------------
50            0.48710058127876249     ((std_dev / av_EA) * (av_delta_M1_M2_subsurf * total_metal_loading))
51            0.489114116147696953    ((particle_diameter / av_E_coh) * (av_E_def_subsurf * total_metal_loading))
52            0.489839586923692838    ((particle_diameter * total_metal_loading) * av_E_def_subsurf)
53            0.489985613468856718    ((std_dev * total_metal_loading) * (av_E_def_subsurf / av_IP))
54            0.490646884996360222    (sqrt(std_dev) * (total_metal_loading / av_bulk_int_dist))
55            0.490888129906648318    ((total_metal_loading^3) * (std_dev / av_d_band_center_surf))
56            0.491427796439918407    ((av_E_def_subsurf * particle_diameter) / (av_bulk_int_dist * av_PE))
57            0.492268362248205471    ((std_dev * total_metal_loading) * (av_delta_M1_M2_subsurf * total_metal_loading))
58            0.492579369466798755    ((std_dev * total_metal_loading) * sqrt(av_E_def_subsurf))
59            0.493809917747112304    ((std_dev * total_metal_loading) / (av_bulk_int_dist^2))
60            0.495479266307386645    ((av_E_coh * av_PE) / (av_E_def_subsurf * particle_diameter))
61            0.498899906134460336    ((std_dev / av_delta_M1_M2_subsurf) * (av_E_def_subsurf * total_metal_loading))
62            0.499453872507184204    ((std_dev^2) * (|av_mu_C_critical_subsurf - av_mu_C_critical_surf|))
63            0.499851755486440785    ((surface_area / std_dev) / (|av_mu_C_critical_subsurf - av_mu_C_critical_surf|))
64            0.499959141734561519    ((exp(5.367062e-01*std_dev)) * (av_E_def_subsurf * total_metal_loading))
65            0.500275760093443322    ((av_bulk_int_dist^6) * (av_BE_H_subsurf / particle_diameter))
66            0.5029156128284612      ((av_E_def_subsurf * particle_diameter) / (av_E_coh * av_PE))
67            0.508430307826839734    ((av_IP^2) / (av_E_def_subsurf * particle_diameter))
68            0.508883340671896001    ((std_dev * total_metal_loading) / (exp(1.111795e+00*av_bulk_int_dist)))
69            0.509066962644639243    ((std_dev * total_metal_loading) / (av_bulk_int_dist^3))
70            0.511256130735722847    ((particle_diameter / av_B_0) * (av_E_def_subsurf * av_mu_C_critical_subsurf))
71            0.513220985439942212    ((ln(-1.0*av_E_def_subsurf+4.503662e-01)) * (std_dev * total_metal_loading))
72            0.51550021062718332     ((particle_diameter / av_BE_H_subsurf) / (av_bulk_int_dist^6))
73            0.519156382510514103    ((total_metal_loading^3) * (av_E_def_subsurf * std_dev))
74            0.520110778019987618    (ln(av_PE) / (av_E_def_subsurf * particle_diameter))
75            0.520155990396980461    ((av_B_0 / particle_diameter) / (av_E_def_subsurf * av_mu_C_critical_subsurf))
76            0.52263262240108066     ((av_E_def_subsurf * particle_diameter) / (av_IP^2))
77            0.523004670201521416    ((av_E_coh / total_metal_loading) / (av_E_def_subsurf * particle_diameter))
78            0.52455872783099633     ((particle_diameter * total_metal_loading) * (av_E_def_subsurf / av_IP))
79            0.525247414017253167    ((particle_diameter / av_B_0) * (av_E_def_subsurf * av_E_b_C_subsurf))
80            0.525969480656541588    ((particle_diameter / av_mu_C_critical_surf) / (av_bulk_int_dist^6))
81            0.528658842155731223    ((particle_diameter / av_bulk_int_dist) * (av_E_def_subsurf * total_metal_loading))
82            0.529835078298230289    ((total_metal_loading / av_PE) * (av_E_def_subsurf * particle_diameter))
83            0.532050757940398467    (exp(av_PE) / (av_E_def_subsurf * particle_diameter))
84            0.532180880945667734    ((total_metal_loading^2) * (av_E_def_subsurf * std_dev))
85            0.533087416375201961    ((av_bulk_int_dist^6) * (av_mu_C_critical_surf / particle_diameter))
86            0.533166278272457772    ((av_B_0 / particle_diameter) / (av_E_def_subsurf * av_E_b_C_subsurf))
87            0.5334128658026146      ((av_W_change_H * std_dev) + (av_E_def_subsurf * particle_diameter))
88            0.534394592262757762    ((av_E_def_subsurf * particle_diameter) / ln(av_PE))
89            0.535440541889213195    ((av_PE / particle_diameter) / (av_E_def_subsurf * total_metal_loading))
90            0.546998716073255231    ((exp(-1.0 * av_PE)) * (av_E_def_subsurf * particle_diameter))
91            0.548793275201534536    ((av_E_def_subsurf * particle_diameter) / (av_IP^3))
92            0.550909800986786768    ((av_IP^3) / (av_E_def_subsurf * particle_diameter))
93            0.565235586667442558    ((av_IP / particle_diameter) / (av_E_def_subsurf * total_metal_loading))
94            0.565604198289896942    ((av_PE^2) / (av_E_def_subsurf * particle_diameter))
95            0.567877182671216119    ((av_E_def_subsurf * particle_diameter) / (av_PE^2))
96            0.571932719977928494    ((av_E_def_subsurf * particle_diameter) / (av_PE * av_IP))
97            0.576710661749266773    ((av_PE * av_IP) / (av_E_def_subsurf * particle_diameter))
98            0.585832068613229784    ((std_dev + particle_diameter) * (av_E_def_subsurf * total_metal_loading))
99            0.589563256691990722    ((av_bulk_int_dist / av_E_def_subsurf) / (particle_diameter * total_metal_loading))
#-----------------------------------------------------------------------
100           0.203356226742942847    ((av_B_0 * time) * (av_E_def_subsurf / av_W_change_H))
101           0.203470020632750076    ((time / av_PE) / (av_W_change_H^3))
102           0.203576715937365205    ((time / av_IP) / (av_W_change_H^3))
103           0.20381373595877364     ((surface_area * time) / (av_d_band_center_surf * av_W_change_H))
104           0.204148398474636755    ((time / av_W_change_H) / (|std_dev - particle_diameter|))
105           0.204193513247778291    ((time / av_W_change_H) / (av_d_band_center_surf + av_EA))
106           0.204307008332799106    ((av_IP * time) / (av_W_change_H * particle_diameter))
107           0.204600078923793033    ((exp(7.173542e-01*av_d_band_center_surf)) * (time / av_W_change_H))
