# FEAT_ID     Feature Postfix Expression (RPN)
0             11|sp|2|sqrt|div
1             12|sp|19|6|mult|mult
2             11|6|mult|12|sp|mult
3             10|18|div|17|abs|div
4             19|cb|2|cbrt|div
5             11|5|add|12|exp:7.5904635457826e-01,0.0000000000000e+00|div
6             11|18|div|3|2|div|sub
7             12|sp|16|6|mult|mult
8             12|sp|6|mult
9             16|13|mult|exp:1.9681503363727e+00,0.0000000000000e+00,2.3978655283389e+00,-4.0537124578147e+00
10            2|19|div|exp:1.0577046929898e-01,0.0000000000000e+00,5.8886479078301e+01,-2.6740054928929e-02
11            2|16|div|exp:7.3852145267212e-02,0.0000000000000e+00,8.7937749485755e+01,9.8200239365868e-01
12            18|11|sub|0|log:1.0000000000000e+00,-3.6370020290615e-01|div
13            8|6|mult|12|sp|mult
14            7|11|div|exp:5.3738958322871e-01,0.0000000000000e+00,3.0238093413395e+00,4.0519545564515e+00
15            11|16|div|exp:3.6460837007084e-01,0.0000000000000e+00,5.6867920594950e+00,2.1599999964334e+00
16            11|cb|14|2|mult|div
17            11|0|div|exp:3.8221048574398e+01,0.0000000000000e+00,3.7399233471491e+00,6.0700048860511e+02
18            14|11|mult|exp:3.7974451271794e+00,0.0000000000000e+00,-1.6547457134553e-01,5.2496137010496e+00
19            12|9|mult|exp:3.7504209573920e-01,0.0000000000000e+00,4.5699655860949e+00,-3.0061416969862e+00
20            11|sp|0|log:1.0000000000000e+00,-3.6370020290615e-01|div
21            11|17|div|18|17|div|abd
22            18|13|add|0|log:1.0000000000000e+00,-3.6370020290615e-01|div
23            19|3|div|exp:2.7565487445530e-04,0.0000000000000e+00,1.7562270361135e+00,2.0801807152980e-01
24            3|11|div|exp:7.0763691497025e-01,0.0000000000000e+00,4.5883594271223e+01,-1.5177193812948e+00
25            13|11|mult|exp:6.6320897464847e-01,0.0000000000000e+00,-4.5739993445741e+00,4.8695483886453e+00
26            19|sp|3|cbrt|div
27            2|3|div|19|sp|mult
28            16|3|div|exp:1.1831654133548e+00,0.0000000000000e+00,6.1787170610020e-01,3.5281135276091e+01
29            18|16|abd|log:1.0000000000000e+00,-2.8251529628568e-01,2.5910095262089e+00,4.3555873686940e+00
30            10|15|div|2|sqrt|div
31            19|2|div|exp:1.3337979867474e+00,0.0000000000000e+00,1.8807881305774e+00,-3.0113796440399e+00
32            19|sp|3|sqrt|div
33            16|sp|3|cbrt|div
34            18|12|sub|0|log:1.0000000000000e+00,-3.6370020290615e-01|div
35            19|cb|3|cbrt|div
36            13|5|abd|log:1.0000000000000e+00,-1.1210423857133e-01,-2.8306469973477e-01,8.9706587746143e+00
37            11|sp|14|2|mult|div
38            11|sp|2|3|div|mult
39            11|sp|3|sqrt|div
40            13|0|div|exp:5.6712080908588e+01,0.0000000000000e+00,-4.0149003853317e+00,6.7035335011648e+02
41            11|sp|3|cbrt|div
42            3|19|div|exp:3.4719939537208e-01,0.0000000000000e+00,2.1674856838751e+01,4.2095446259988e-02
43            3|16|div|exp:3.1298894232612e-01,0.0000000000000e+00,5.1572405764708e+01,-4.9222336507015e-02
44            12|0|div|exp:7.5359299084644e+01,0.0000000000000e+00,3.9440877526037e+00,5.2255247340150e+02
45            0|12|div|exp:4.1163167680088e-03,0.0000000000000e+00,4.5999956926498e+02,3.9405427852604e+00
46            19|0|div|exp:1.1798922655747e+02,0.0000000000000e+00,1.3189854015526e+00,5.6745196052917e+02
47            16|0|div|exp:1.6932716030545e+02,0.0000000000000e+00,2.1080070765584e+00,5.3263863946340e+02
48            0|16|div|exp:1.6938516920250e-03,0.0000000000000e+00,2.7040648767619e+03,1.2739751562332e+00
49            0|19|div|exp:1.0999199576469e-03,0.0000000000000e+00,4.5426771156306e+02,1.3513794937824e+00
#-----------------------------------------------------------------------
50            1|cb|14|3|mult|mult
51            6|17|div|18|16|sub|div
52            12|17|div|18|16|sub|div
53            14|3|mult|5|sp|div
54            16|17|div|18|16|sub|div
55            9|17|div|18|16|sub|div
56            3|11|div|8|sp|div
57            11|17|div|18|16|sub|div
58            10|17|div|18|16|sub|div
59            5|17|div|18|16|sub|div
60            19|17|div|18|16|sub|div
61            3|exp:4.4655571534316e-01,0.0000000000000e+00|14|1|mult|mult
62            8|17|div|18|16|sub|div
63            18|17|div|18|16|sub|div
64            7|17|div|18|16|sub|div
65            8|14|div|2|1|mult|div
66            0|17|div|18|16|abd|div
67            14|3|mult|7|5|mult|div
68            3|1|mult|15|9|mult|mult
69            14|log:-1.0000000000000e+00,4.6828267685805e-01|3|1|mult|mult
70            17|2|mult|18|16|sub|div
71            17|14|div|18|16|sub|div
72            3|2|add|14|5|div|mult
73            14|3|mult|7|exp:1.8757223111894e+00,0.0000000000000e+00|div
74            3|1|mult|14|4|div|mult
75            5|3|mult|14|1|mult|mult
76            7|sq|14|2|mult|div
77            3|10|div|8|sp|div
78            7|log|14|2|mult|div
79            3|1|mult|14|16|div|mult
80            14|3|mult|5|cb|div
81            14|3|mult|7|sq|div
82            17|14|add|15|3|mult|mult
83            7|nexp|14|3|mult|mult
84            3|1|mult|14|9|div|mult
85            3|1|mult|14|7|mult|mult
86            3|1|mult|13|12|add|mult
87            14|3|mult|7|cb|div
88            3|1|mult|14|4|mult|mult
89            17|0|mult|18|16|sub|div
90            3|2|add|14|7|div|mult
91            3|2|add|14|1|mult|mult
92            3|sqrt|15|1|mult|mult
93            3|1|mult|14|1|mult|mult
94            1|8|div|14|3|mult|mult
95            3|1|mult|14|5|div|mult
96            3|1|mult|14|7|div|mult
97            0|17|div|18|16|sub|div
98            3|sqrt|14|1|mult|mult
99            3|cbrt|15|1|mult|mult
#-----------------------------------------------------------------------
100           14|0|div|16|6|add|div
101           17|sq|14|0|div|mult
102           15|log:-1.0000000000000e+00,9.3470000100000e-02|10|0|div|mult
103           4|0|div|16|6|add|div
104           1|log:1.0000000000000e+00,-8.2999974866206e-03|15|0|div|mult
105           14|0|div|15|cb|mult
106           15|log:-1.0000000000000e+00,9.3470000100000e-02|7|0|div|mult
107           15|cb|15|0|div|mult
108           15|log:-1.0000000000000e+00,9.3470000100000e-02|4|0|mult|div
109           15|log:-1.0000000000000e+00,9.3470000100000e-02|0|sq|div
110           3|0|div|14|cb|mult
111           15|log:-1.0000000000000e+00,9.3470000100000e-02|15|0|mult|div
112           15|log:-1.0000000000000e+00,9.3470000100000e-02|5|0|div|mult
113           15|log:-1.0000000000000e+00,9.3470000100000e-02|18|0|div|mult
114           1|log:1.0000000000000e+00,-8.2999974866206e-03|14|0|div|mult
115           15|log:-1.0000000000000e+00,9.3470000100000e-02|9|0|div|mult
116           15|log:-1.0000000000000e+00,9.3470000100000e-02|11|0|div|mult
117           15|log:-1.0000000000000e+00,9.3470000100000e-02|13|0|mult|div
118           15|log:-1.0000000000000e+00,9.3470000100000e-02|8|0|div|mult
119           15|cb|0|sq|div
120           15|log:-1.0000000000000e+00,9.3470000100000e-02|12|0|mult|div
121           15|log:-1.0000000000000e+00,9.3470000100000e-02|19|0|div|mult
122           15|log:-1.0000000000000e+00,9.3470000100000e-02|6|0|mult|div
123           6|0|div|14|cb|mult
124           15|log:-1.0000000000000e+00,9.3470000100000e-02|16|0|div|mult
125           14|sp|0|sq|div
126           15|log:-1.0000000000000e+00,9.3470000100000e-02|19|0|mult|div
127           15|log:-1.0000000000000e+00,9.3470000100000e-02|12|0|div|mult
128           15|log:-1.0000000000000e+00,9.3470000100000e-02|0|div
129           15|log:-1.0000000000000e+00,9.3470000100000e-02|18|0|mult|div
130           15|log:-1.0000000000000e+00,9.3470000100000e-02|16|0|mult|div
131           15|log:-1.0000000000000e+00,9.3470000100000e-02|13|0|div|mult
132           15|log:-1.0000000000000e+00,9.3470000100000e-02|11|0|mult|div
133           15|log:-1.0000000000000e+00,9.3470000100000e-02|3|0|div|mult
134           15|log:-1.0000000000000e+00,9.3470000100000e-02|15|0|div|mult
135           15|log:-1.0000000000000e+00,9.3470000100000e-02|9|0|mult|div
136           15|log:-1.0000000000000e+00,9.3470000100000e-02|8|0|mult|div
137           2|0|div|14|sp|mult
138           15|log:-1.0000000000000e+00,9.3470000100000e-02|5|0|mult|div
139           15|log:-1.0000000000000e+00,9.3470000100000e-02|4|0|div|mult
140           10|0|div|15|sp|mult
141           15|log:-1.0000000000000e+00,9.3470000100000e-02|2|0|mult|div
142           15|log:-1.0000000000000e+00,9.3470000100000e-02|10|0|mult|div
143           15|log:-1.0000000000000e+00,9.3470000100000e-02|7|0|mult|div
144           15|log:-1.0000000000000e+00,9.3470000100000e-02|14|0|div|mult
145           15|log:-1.0000000000000e+00,9.3470000100000e-02|1|0|div|mult
146           3|0|div|14|sp|mult
147           6|0|div|14|sp|mult
148           15|sp|1|0|mult|div
149           4|0|div|15|sp|mult
#-----------------------------------------------------------------------
150           6|sp|4|0|div|mult
151           15|6|mult|0|sq|div
152           6|cb|6|0|div|mult
153           6|sp|0|cb|div
154           5|exp:1.3592447793993e+00,0.0000000000000e+00|0|sq|div
155           6|cb|15|0|div|mult
156           1|0|div|6|sp|mult
157           6|sp|1|0|mult|div
158           6|sp|14|0|mult|div
159           6|sp|17|0|div|mult
160           6|sp|18|0|div|mult
161           6|sp|15|0|mult|div
162           17|14|abd|0|cb|div
163           6|sp|10|0|mult|div
164           2|0|div|6|sp|mult
165           6|sp|13|0|mult|div
166           6|sp|12|0|mult|div
167           6|sp|11|0|mult|div
168           6|sp|19|0|mult|div
169           3|0|div|6|sp|mult
170           6|sp|9|0|mult|div
171           8|0|div|6|sp|mult
172           6|sp|6|0|div|mult
173           6|sp|16|0|mult|div
174           7|0|div|6|sp|mult
175           6|sp|5|0|mult|div
176           6|sp|5|0|div|mult
177           6|sp|0|div
178           6|sp|7|0|mult|div
179           6|sp|16|0|div|mult
180           6|sp|19|0|div|mult
181           10|0|div|6|sp|mult
182           9|0|div|6|sp|mult
183           11|0|div|6|sp|mult
184           12|0|div|6|sp|mult
185           6|sp|8|0|mult|div
186           14|6|mult|0|cb|div
187           6|sp|13|0|div|mult
188           6|cb|14|0|div|mult
189           6|sp|15|0|div|mult
190           6|sp|18|0|mult|div
191           6|sp|3|0|mult|div
192           14|6|mult|0|sq|div
193           6|sq|0|cb|div
194           6|sp|14|0|div|mult
195           6|sp|2|0|mult|div
196           6|0|div|sq
197           6|0|div|cb
198           6|sp|0|sq|div
199           6|cb|0|sq|div
#-----------------------------------------------------------------------
200           4|1|div|19|6|abd|div
201           1|4|div|8|4|mult|div
202           4|log:1.0000000000000e+00,-4.9969891188423e+01|11|6|div|add
203           14|exp:8.1286949346605e-01,0.0000000000000e+00|1|4|div|mult
204           10|log:1.0000000000000e+00,-1.6786965381784e+01|1|4|div|mult
205           10|1|mult|17|16|sub|div
206           9|sqrt|1|4|div|mult
207           10|9|mult|1|19|div|mult
208           19|16|add|10|1|mult|div
209           10|1|mult|16|13|sub|div
210           1|cbrt|17|5|div|sub
211           6|10|div|17|abs|div
212           1|4|div|15|sqrt|mult
213           10|1|mult|16|4|mult|div
214           12|log:-1.0000000000000e+00,2.4834387617515e-02|10|1|mult|div
215           9|log:1.0000000000000e+00,1.5691322544910e-01|1|4|div|mult
216           9|1|mult|16|4|mult|div
217           10|1|mult|19|16|sub|mult
218           1|4|div|15|cbrt|mult
219           1|4|div|16|6|abd|mult
220           10|6|div|17|abs|mult
221           11|1|mult|19|4|mult|div
222           7|1|mult|8|4|mult|div
223           14|2|mult|7|4|mult|div
224           17|abs|12|6|add|mult
225           16|12|add|10|1|mult|div
226           1|4|div|15|log|div
227           1|4|div|19|6|abd|mult
228           7|1|mult|15|sq|add
229           5|1|mult|8|4|mult|div
230           17|exp:8.8800451839186e-02,0.0000000000000e+00|1|sqrt|sub
231           5|1|mult|17|15|mult|sub
232           2|1|mult|15|14|mult|mult
233           4|log:1.0000000000000e+00,-4.9969891188423e+01|13|6|div|abd
234           10|1|mult|12|log:-1.0000000000000e+00,2.4834387617515e-02|div
235           10|9|mult|1|11|div|mult
236           10|1|mult|19|16|add|div
237           9|1|mult|19|5|add|mult
238           10|1|mult|16|12|add|div
239           2|4|div|sp
240           5|1|mult|16|6|abd|mult
